,Category,Response_preprocessed
2691,OutOfOffice,"Thank you for your email.
I'm currently traveling back in the office on Thursday, May 16th. Responses may be delayed.
For urgent matters, please text me.
Thank you."
2508,OutOfOffice,"Hello, I am out of the office on PTO from 11/22 through 11/29 and will return on Monday, 12/2. I will be be checking in periodically but for urgent matters, please contact Susan Converse.
Thanks!"
1382,ConnectLater,"##- Please type your reply above this line -##
Thanks for your email. The team is on the case.
FYI - we have given it a number (3365) so if either of us need to, we can refer back to this."
1304,AgreedToMeet,"Greetings from Coral!
We are equally delighted to be associated with talent corner as one of our recruitment partners and would be happy to connect with you over a video call.
I am available for the meeting today between 5:00 to 6:00 PM.
Please suggest if this slot is suitable for you else please let us know your convenient slot for the meeting.
Looking forward to meeting you soon!
Best Regards,"
236,OutOfOffice,"I am on annual leave till 8th Jan 2021. Will have intermittent access to emails, please expect delay in response.
Appreciate your patience.
Wishing you Merry Christmas & a very Happy New year !
Thanks,
Antara"
1985,OutOfOffice, Thank you for your email!  I am currently away from office and will attend to your email when back.
551,AgreedToMeet,"Sorry for the late reply.
Please feel free to contact us for further details.
Thanks and Regards,
Twinkle Kothari"
520,OutOfOffice,"I am Currently away on vacation and will return on Monday 23rd Nov. 2020.
Thank You,"
2355,ConnectLater,"Thanks for your communication presently we have postponed for new Oil
purifier if in future there will be a requirement I will contact you.
Kind Regards"
1232,OutOfOffice,"I am currently out of the office and will be back on April 14th, 2020. Incoming e-mails will not be forwarded automatically."
1138,OutOfOffice,Thank you for email. I am out of office.
1905,ConnectLater,"Once situation will be normal , I will arrange a concall with my technical
teams nd experts too.."
720,SeekingMoreInfo,"Send me your Company Profile along with Quote for PPE Kit & all Standard
Products dealing
Regards
Vivek Mishra"
735,AgreedToMeet,Ok.
2930,Deactivated,No thank you. We dont use SFMC
1750,Deactivated,"Thanks for your consideration, but this role is not what I'm looking for.Â¬Â¨â€šÃ„â€ "
2029,ConnectLater,Please stop emailing me if i would be interested in future will let you know
58,AgreedToMeet,"Please call on 9810440890 to discuss further, with my father Sh. Akhilesh
Kumar Mishra (Advocate).
We are now in market to sell it, as well. Please let us know, if you could
assist with the same as well."
631,Deactivated,"Thanks. Not interested
Good luck."
1181,AgreedToMeet,let's set up a call to explore it further.
2341,OutOfOffice,I am offline and enjoying family fun for the holidays through January 2nd.
592,ReferredSomeone,"I am not the concern Executive dealing with Lubricants in NTPC.May Please contact someone from Boiler Or Turbine Sections. If interested to make some presentation on Oil Purification System Online, I can help in arranging the same.
Rajeev Yadav"
1303,ConnectLater,"As of now we are not hiring. All out requirements are freezed .
May be we will start hiring in the month of November.
I will contact you then ."
1387,OutOfOffice,"I am currently out of the office, returning September 15th. I will have limited access to email during this time. I will check email and respond to you at my earliest convenience."
2771,ConnectLater,"Currently my property is managed by some other management company. I will
let you know if there is anything needed."
2787,OutOfOffice,"Thank you for your email. I will be out of the office Friday January 17 through Monday, January 20 with limited access to email. If you need to reach me before then, please text 412-580-3036."
2073,Deactivated,Yes I did receive your mail but we will not be participating.
2367,OutOfOffice,"I'll be out of the office returning 8-31
Thanks be well and Safe
Bob Yant"
939,OutOfOffice,"I will be out of the office Sept 8 - 11, will respond as soon as I am able.
Thanks,
Matt"
2955,OutOfOffice,I am out of the office until May 17th with little access to email. I will respond to your message as soon as possible upon my return.Thank youMelissa Von Hatten
1249,Unsubscribed,No thanks. Please take me off your list
904,ReferredSomeone,"I am in HR.You could get in touch with Sh.D.Sarkar ,our Executive Director-Operation Services through email- dsarkar@ ntpc.co.in.
Regards.
DSRao"
2696,Deactivated,"Thanks for the information, we aren't interested for the moment"
1279,ConnectLater,"Thank you for your mail,at present we don't have requirements,in future will contact you"
2545,Unsubscribed,Please remove my email address from your mailing list. Your unsubscribe link failed to open.
3047,OutOfOffice,.I am currently out of the office with limited access to emails. I will be back on May 10th 2021. For immediate assistance please contact me on my cell phone.
2530,Deactivated,I'm not interested.
3118,OutOfOffice,Thank you for your email. Im currently out of the office and returning back on Monday 17th May.Kindly bear delayed email responses.
2830,AgreedToMeet,Sounds good. can you please call me sometime tomorrow?
706,Unsubscribed,"Not interested. Please exclude my email from your mailing list.
Best Regards,
Avinash"
2798,OutOfOffice,"I am on PTO. Please expect a delay in replies to the emails.
Regards,
Sajitha"
745,ConnectLater,"Thank you for your mail.
Will reply as soon as possible.
Regards,
DREAM CALLNET"
1939,ConnectLater,"I have gone through your mail and happy to know about Company services. We
are currently not looking for HR Services in ArtSlant.
However, your contact details will be saved for any future opportunities.
We work with multiple businesses as Business Consultant, we will be happy
to work with you if any requirement comes up from our Clients as well."
2093,OutOfOffice,I am currently out of the office on leave and will be back Tuesday 17th November.
513,OutOfOffice,"I'm out of office until the 2nd of November 2020.
Kindly note, that your incoming eMail will not be checked or forwarded automatically."
81,SeekingMoreInfo,Thanks
1308,OutOfOffice,"Hello - I will be out of office till October 26th. If you need immediate assistance, please contact Sandye Parks."
2644,OutOfOffice,"Thank you for your message.
I am currently out of office on vacation. Subsequently, my email replies will be delayed."
914,Unsubscribed,"My organisation does not use Salesforce so please unsubscribe me from your list.
Thanks
Angela"
2924,Deactivated,Thank you for your message.This is not something which can be utilised in or business due to the size and requirements.
774,OutOfOffice,"Thank you for your email.
I'm on personal leave till Thursday, 02nd Jan with intermittent access to emails and calls. Please expect a delay in my response.
Regards,"
329,ConnectLater,"Thanks for contacting.We may not require your support in 2020.
Shall revert to you on appropriate time.
Thanks & Regards,"
2054,ConnectLater,"Apologies as I missed your last email. We actually recently changed our
payroll provider to Swingvy and do not intend to change it again anytime
soon.
If things do change, I'll be sure to reach out when exploring options.
Thanks again!"
2001,OutOfOffice,"Please note I will be away from the office September 11, returning September 15. While away I will be checking my email so please feel free to reach out and I will get back to you as soon as I can.
Thank you and have a great day!"
943,OutOfOffice,"I will be out of the office thru (9/14). I will be back in the office Tuesday 9/15. Please send enquiries to Sales.KS@vulcraft-ne.com.
Thanks."
822,ConnectLater,"Will revert in case of any requirements.
regards"
909,Unsubscribed,"I am not interested. Don't call me again.
Regards,
Ganesh"
181,OutOfOffice,"Thank you for your email, I am currently on annual leave until the 24th September.
If your enquiry is of an urgent nature, please contact the International Division on 0207 9404460 or lukes@carnival.com and they will be delighted to assist.
Many thanks
Iain"
164,OutOfOffice,"I am currently away from the office and returning on Tuesday, July 2nd, 2019."
1523,OutOfOffice,"I am currently out of the office on business travel, returning on Tuesday, January 21. I will have access to email however my response may be delayed. For anything urgent, please call/text me at 704-303-2032."
451,ReferredSomeone,"Thank you for the information. My last day with Traxys is September 30th so I am not in a position to discuss or do a trial. I am copying my colleague Levent Yungul who can get back to you if there is an interest.
Kind regards,
John"
1311,ConnectLater,"Thank you for your mail. We
Will reply as soon as.
Regards,"
1111,SeekingMoreInfo,"Ragarding which subject you meet?
Thank you."
1287,OutOfOffice,I will be out of the office Thursday July 2nd through Friday July 11th. During this period I will have limited access to voice mail and email. Messages will be returned at various times through this time frame.
327,ConnectLater,"Sorry for the delayed response. My Head of SEO had a family emergency.
Let me know when can we schedule a call with you, me, and my team. Please pick any day/time of your choice. Any day works. Post 3 pm only."
1790,ConnectLater,We will discuss all the query and solution regarding them later as there is a hectic schedual is going.
2813,OutOfOffice,I am out of the office through 1/3/2020 and will respond to your message when I return.
2007,OutOfOffice,Thank you for your email but note that I am now out of the office on leave until Monday 12 October 2020
1858,ReferredSomeone,"Thank you for your email.
Joseph Ravindran left our organisation as on effective from 02/10/2019 hence for further communication please contact Mr. Srinivasan V at V.Srinivasan@larsentoubro.com."
312,ConnectLater,Thank You for Sending Email to Supermax Group.We will Revert Back Soon.
832,OutOfOffice,"I will be out of the office on PTO 7/2-7/5 with limited access. Should you need immediate assistance before my return, please call my cell.
I will repsond to your email upon my return.
Thank you,
Roy"
1201,OutOfOffice,"I am out of the office until 1-4-21. If you need immediate assistance, please contact me at 563-513-5442.
Thank you!
Karen Powers"
2456,OutOfOffice,"Thank you for your message! I am enjoying the holidays and will be returning on Thursday, January 2nd. I look forward to reading your message when I return."
2092,Deactivated,"Thanks for reaching out. However I am not currently looking for new
opportunities, as I have a full time role at the moment."
2465,Deactivated,"thank you for your email.
I am not looking for a job at this moment."
1481,OutOfOffice,"I am out of office and will return on 14 September 2020 (Monday).
I will respond to your email when I return."
777,OutOfOffice,"I am currently out of the office. Please contact atmhelp@gopai.com if you need immediate assistance.
Thank you!"
799,OutOfOffice,I will be out of the office the rest of the today. If you need immediate assistance please e-mail Cheryl Boccia at cboccia@harrisrebar.com (1-508-377-1134). Otherwise I will address your e-mail on upon my return. Thank you.
54,ReferredSomeone,Sorry. Can you please forward your mails to ritesh@polycrack.com?
1920,ConnectLater,"Yeah I was interested in what you showed me.
Can you setup a call sometime next week?"
2739,Unsubscribed,Please delete me from your contact list. I do not wish to keep receiving your emails
2291,OutOfOffice,"Hi, I am out of office from April 6th to 10th. Please contact Michael Samuel for any HR questions and queries. Regards, Rajeshree"
1701,ReferredSomeone,"
Please be advised all inquiries to this mailbox should now be directed to Bob Ganzel at Bob.Ganzel@ellucian.com<mailto:Bob.Ganzel@ellucian.com>
Thank You"
2973,ConnectLater,We will be in touch if there is an opportunity to work together.
987,Deactivated,Thanks but not interested. Good luck in your other pursuits
2289,OutOfOffice,I'm currently out of the office for during the week of september 14th.
1394,ConnectLater,"thank you very much for your email
For the moment we are doing it internally.
I will contact you in case the situation changes."
768,ConnectLater,"Thanks for your mail. But unfortunately I'm involved in Overhauling job.
So now it is not right time for me learn. Shall we discuss later regarding
this? Pls do the needful.
With Best Regards"
2810,SeekingMoreInfo,"Thanks for the email. If you have a sample of the product, Ill be happy to take a look to compare. Please send it over."
285,ConnectLater,"Please call me tomorrow.
Thanks
Regards"
2795,OutOfOffice,"NOTICE:
I am currently out of office, please contact Manel Misersky (mmisersky@ifdsgroup.com)"
428,OutOfOffice,"Thank you for your email.
Please be advised that I am away and will return to work on Thursday 13th August 2020.
For any urgent inquiries, please call the office on 07 3230 0033"
2079,OutOfOffice,Thank you for your message. I am currently out of the office with limited access to email.
722,ReferredSomeone,"Here are the high level details of the AI based sales product that I
mentioned to you.
Rahul is an old friend and ex-colleague of mine, and will be happy to help
you with anything you need.
Thanks,
Raj"
951,OutOfOffice,"I'll be away 6/3 - 6/5, returning to office on Monday 6/8 with no access to email. Please expect a delay in my response.
Thanks,
Joe"
989,Deactivated,Please note that we are not interested in this at the moment.
2959,OutOfOffice,I am OOO with limited access to email. If you need immediate assistance please call my cell.Many 
2637,OutOfOffice,"I am out of the office until Monday 21st September. I will be checking emails periodically. For anything urgent call the office on 01788 545900.
."
326,SeekingMoreInfo,Please write to her to ask her for the right contact.
1383,ConnectLater,"I apologize..
Please ignore my last mail... Actually I was in touch in Symantec Suman..
If any future IT requirement, will come back to you...."
1724,AgreedToMeet,I'd like a trial please.
1086,SeekingMoreInfo,"Please quote the best price with HSN code for the material as specified given below
Photographs is attached for your ready reference"
341,OutOfOffice,"Thanks for your email, I am on leave until the 6th of October. I apologise for the delay in my response and any inconvenience this causes. Please text me on +61 448 366 311 if you inquiry is urgent. For anything else, please contact the Illumina Singapore office at +65 6773 0188. Thanks, Arjuna"
147,ReferredSomeone,"Please direct Denios Inc business communications previously addressed to Karen Cain at kcain@denios-us.com to Carol Bender at cbender@denios-us.com.
The email address kcain@denios-us.com will become inactive.
Thank you!"
2481,OutOfOffice,"Thank you for your email. I am out of office for a week, please expect delay in response."
1107,AgreedToMeet,"Duly noted on this matter.
We look forward to hearing from your side soon."
848,Deactivated,"Dragon Pipelines and Process Asia Pacific owned 30 flushing.
Not interested dear"
966,OutOfOffice,"**OUT OF OFFICE ALERT**
Thank you for your email!
I am currently out of the office, with no access to email and voicemail. I will return on Monday November 18 and will respond to your email then. If you require immediate assistance, please contact:
Francis Lanza (frlanza@deloitte.ca) for all inquiries pertaining to the 416 Corridor Holiday Party
Marie Cadden (mcadden@deloitte.ca) for all other urgent inquiries.
Have a wonderful day!
Warmest regards,
Ashley"
2611,Deactivated,Sorry I am not interested.
661,AgreedToMeet,Sure
1002,SeekingMoreInfo,"I received your incomplete Email !
Can i get your number to connect to you!"
2483,AgreedToMeet,"Yes I am interested in learning more
Regards"
2668,OutOfOffice,"I am currently out of the office with very limited access to email returning Monday, September 21st. I will respond to your email as soon as I can."
2812,OutOfOffice,Please note that I am currently out of office and will return on 19 October 2020. The limited access to my e-mails can cause delay in the replies during my absence.
1879,OutOfOffice,I am out of the office now until 3/9/2020 in my absence please contact The BMS Team on 0333 121 2010 or BMS@atlantismedical.co.uk
2984,OutOfOffice,I am out of the office and will return on March 22 2021.
1203,OutOfOffice,"I am on leave. I'll resume work on Monday, 14th December 2020
There might be some delay in my response to your email. If there is anything urgent, please send me a sms."
1990,OutOfOffice,Thank you for your email. I'm on leave and will have limited access to my email. I will respond to you once I'm back to work on 27 Nov 2020.
24,Deactivated,"Cosmin is a collaborator of ours, I have sent your email further and I
think he already responded on LikedIn that he is not interested."
3051,OutOfOffice, I will be out of office Wednesday July 21st and Thursday July 22nd and returning on Friday July 23rd.If you need urgent assistance please email the Armature engineering team at a hrefmailto:engineering@armaturesystems.com targetblankengineering@armaturesystems.comaxc2xa0or our project manager Robert Toledo at mailto:robert@armaturesystems.com targetblankrobert@armaturesystems.coma
2155,OutOfOffice,I will be out of the office on Tuesday 9/15. I will respond to all inquiries on Wednesday.
2989,OutOfOffice,I will be out of the office Thursday June 10 and returning Monday June 14 2021.Please call CSC if urgent 302 327-EMER.
2441,OutOfOffice,"Please be advised that I'm on vacation.
I'll respond upon my return on Monday, Aug 10th.
Regards,"
875,ReferredSomeone,â€šÃ„Ã¶âˆšÃ‘âˆšâ‰¤I have left Hermes Infrastructure. Please redirect your email to Claire Panay (claire.panay@hermesgpe.com) who will be able to assist.
2854,AgreedToMeet,"Yes, I would like to explore. Can we meet virtually on Wednesday, 3pm? Pls confirm so I could block my calendar accordingly."
938,Deactivated,"Thank you for your emails and in present sitauation it was very difficult
to invest 3 lakh.
Thanks & Regards,"
2657,ConnectLater,"Thank you for your email introducing Aspire And Succeed HR: Hiring
Services. We are currently not seeking to expand our pool of staffing
partnerships. We can look at exploring possible avenues of engagement at a
future date basis requirement. Look forward to staying connected."
3146,Deactivated,We already have a tie up and are in contact with Bhagyesh Shinde from BHS.Warm 
385,ConnectLater,"Thanks for your message. I am recovering from hand surgery and working limited hours the week of 1/6. If you have an urgent request, please call me at 917 579 9497. Happy new year!"
2436,AgreedToMeet,
2658,Deactivated,till date no requirement.Regards
2334,ReferredSomeone,"I am no longer working with Save the Children w.e.f 1st May 2020. You may get in touch with Jyoti Gandhi at jyoti.gandhi@savethechildren.in Head of Individual fund raising or any other official purpose.
Thanks"
2258,OutOfOffice,"I am OOO. I will respond upon my return on 30 Nov.
Pls reach me on mobile for urgent matter.
Thanks"
936,Deactivated,"Thanks for your emails.
You may please remove me from your mailing list. I am in touch with Vishwas
and Satish and we are already using your product.
Thank you and regards"
2803,OutOfOffice,I am on annual leave right now and will be checking my mails intermittently. I will be back on 11th Jan 2020. In the meanwhile for any TMCA Marketing Automation Ops matters please reach out to Asish Moharana (asish.moharana@capgemini.com). Keep myself and Glen D'amellio in cc.
3095,Deactivated,We dont require your service right now. Thank you.Best wishesAmy WelchDirector-07732 226 659
1332,AgreedToMeet,"Sure
Let's talk :)"
1934,OutOfOffice,"I am out of the office on vacation. I will return to the plant on Thursday, September, 10."
935,SeekingMoreInfo,Will 3.30 pm work for you? Please confirm
566,OutOfOffice,Thank you for your email. I am currently out of the office and will respond upon my return.
1854,OutOfOffice,"I am currently out of the office. I will be returning on Tuesday, September 29th. I will have limited access."
3012,OutOfOffice,I am currently out of the office and will be delayed in responding to your email.
1645,OutOfOffice,"I am currently out of the office with limited access to email. If this matter is urgent, please contact laurie.mannon@envisionpharmagroup.com."
2252,Unsubscribed,"Thanks for reaching out Riya, but we do not enroll anyone for our staffing requirements anymore."
1792,ConnectLater,"I have already replied you in whatsap. And you also responded for the same.
I have mentioned the situation we are facing and if there is any changes I
will let you know."
1430,AgreedToMeet,Thank you
2463,OutOfOffice,Thank you for your email - I am currently out of the office on extended leave until Monday 11 January 2021:
1013,ConnectLater,"Please send complete procedure of oil cleaning and measuring of control
parameters. Presently we have postponed to purchase due to covid problem.
However we have not closed option in future.
Regards,"
1928,OutOfOffice,"Please note that I will be out of the office for the holidays, returning on Thursday, January 2, 2020. During this time away I will have limited access to email, so my response to your message may be delayed."
2389,Deactivated,"Already have a vendor for the related services and we are satisfied with
them, don't need of any help."
126,ConnectLater,"Yes you can call after 11am.
Regards
Gaurav Modi"
2486,OutOfOffice,"Thank you for you note.
Im out of office today; there will be delay in responses."
1347,ReferredSomeone,"This must be for some hospital..I want to inform you I m not working
anymore ..
So kindly contact persent purchase manager of respective hospital
Regards
Ruchi"
355,OutOfOffice,"Thanks for your message!
I'm out of office until August 14th. Email response will be delayed. In urgent cases please reach out to Helga Schmid <hschmid@opentext.com>.
Regards,
Michael Cybala"
827,OutOfOffice,"I am out of the office, returning on Monday 4th January. Emails will be read on my return. If any urgent issues please forward to Mark Scira or Johan De Beer."
1639,OutOfOffice,I will be out of the office Monday 9/21/2020. Returning 9/22/2020.
984,OutOfOffice,"I am currently out of the office enjoying much needed disconnect time. I will be back online January 7th and will respond to your email then!
Have a great Holiday Season!"
362,Deactivated,"No doubt, Rachel, that your publication is good and the cost reasonable,
but as said, Iâ€šÃ„Ã¶âˆšÃ‘âˆšâ‰¤m retired, have no use for most of ur info anymore and am
in the processes of winding down my company."
345,ReferredSomeone,**Please update your address book with my new email. david@spiiowa.com. Thank you. **
2188,OutOfOffice,I'm away from the office on leave until Monday 4th Jan.
2694,SeekingMoreInfo,Please send me your best proposal for Dell Ultrium LTO 6 Tape Cartridge Pack with cleaning cartridge
711,OutOfOffice,"I am currently out of the office returning Monday July 20th. I will have limited access to emails and voicemails during this time. If you need urgent assistance please contact Greg Gifford via phone at 630-207-8108 or email ggifford@synoptek.com
Sincerely,
Todd Richey"
2906,OutOfOffice,"I am on annual leave returning to work on Monday, 11 January, 2021."
10,ConnectLater,"I hope you and your family are safe and stay at home.
Due to COVID 19 all expenses are hold by our management, I dont think same
will be considered in this financial year.
I will revert you once we get any chance to add the same in our company."
2561,OutOfOffice,"As of now due to COVID, till 14 th April our unit is closed."
2116,Deactivated,We are not hiring at this moment?
1834,OutOfOffice,"Thank you for your message. Please note that I will be out of the office on Tuesday, November 10, 2020 and will not have access to email. If you need immediate assistance, please contact Cheryl Driscoll at cdriscoll@corporatecostcontrol.com. Otherwise, I will gladly respond to you upon my return to the office on Wednesday, November 11, 2020.
Thank you,"
793,ConnectLater,"We will come back if required
thanks"
2929,Deactivated,Sorry Not interested.
94,Deactivated,Sorry Ma'am we are very busy here....Thanks for your kind invitation.
129,ReferredSomeone,"Thanks for your mail. Am currently unavailable. Please reach out to Jitendra for any support.
Thank you."
2379,ConnectLater,"Thanks for the invite.
I am interested but cannot have any upfront investment.
We can definitely speak if this approach is possible"
3074,OutOfOffice,I am currently out of the office on maternity leave. Please reach out to Nick Stokes in my absence: Nickstokes@salollc.com
1900,OutOfOffice,2nd Oct is a public holiday and i'm on leave on 5th Oct. Please expect a delayed response.
2538,OutOfOffice,"Thank you for your email.
I will be out of the office Friday, July 3 through Monday, July 6."
1932,SeekingMoreInfo,"Yes, I would like to know more."
2282,Deactivated,Not for us thank you
1865,Deactivated,"No
Best Regards"
1658,AgreedToMeet,"I am open for the call,
Have a nice day,"
516,OutOfOffice,Dear sender - I am traveling this week for a summit. For urgent inquiries you may call or text me.
1857,OutOfOffice,"I will be out of the office from September 4 -10. I will return September 11, 2020. I will have limited access to email and phone. I will reply to emails and calls as soon as I can."
1277,SeekingMoreInfo,"Sorry for not reverting to your earlier email.
We can have a call tomorrow morning between 10 to 1030 am if you are free.
Let me know if that is suitable.
Regards"
950,ReferredSomeone,"Hello and thank you for your email. I am no longer with SIRVA, please contact Dusty Rhodes at dusty.rhodes@smartboxusa.com"
1120,OutOfOffice,I will be out of the office on vacation 11/5/20 through 11/7/20. In my absence please contact my admin Nan Tomlinson for any assistance on 972 692 3747. Thanks.
419,Unsubscribed,No thanks. You can take me off your list.
922,Unsubscribed,"Not interested. Please dont email again
Bhaktee Modgil"
2337,OutOfOffice,"Thank you for your email, Tuesdays are my day off. I will respond when I return tomorrow.
Thanks,"
477,OutOfOffice,"Thanks for your email. I am out of the office until July 20th. I will get back to you as soon as I am able. Best, Jon 419/320-3565"
2035,OutOfOffice,"Thank you for your email. I will be out of the on Tuesday the first.
I will do my best to respond promptly to your email when I return."
2314,ConnectLater,Thank you for your mail regarding oil purification but right now we dont have any requirement. So I will contact you directly in future requirements.
1692,OutOfOffice,"PLEASE READ THIS MESSAGE CAREFULLY.
I will be out of the office on 10th April 2020 Due to Holiday for regional Festival(Good Friday) .I will not have access to e-mail during this period. All messages will be reviewed upon my return on 13th April 2020"
2350,OutOfOffice,"Thanks for your email.
I am currently on annual leave, returning Mon 18th January 2021."
1471,AgreedToMeet,You can directly connect with HR Director Mr.Ankush
1202,Deactivated,No thank you Amruta
1669,OutOfOffice,Thanks for your email. I am on leave today returning 11/1/21
2940,Deactivated,"We have a rather different business model and I am not interested in your
service.
Thank you,"
1970,ConnectLater,Sorry for not replying your email in time. There are some internal discussion/ agreement needed before proceeding. We will come back to you when we are through with our discussion.
2151,Deactivated,I am not interested
820,ReferredSomeone,"Please note that effective immediately Dr. Rajiv B. Lall's e-mail address has changed. In order to reach him please ensure that all future mails are addressed to rajiv.lall@idfcinstitute.org
Thanks & Regards
Rajiv Lall"
1997,ConnectLater,I received your mail and if we have any such requirement at our end in the future i will contact you.
3036,OutOfOffice,I am out of the office until 19 July 2021. If you require urgent assistance please contact CI Personal Assistants who will redirect your enquiry:CI  Property Personal Assistants:t: 0370 194 7810  e: London.CIPropertyPAs@bevanbrittan.commailto:London.CIPropertyPAs@bevanbrittan.comFrancesca Hedges  Solicitorfor Bevan Brittan LLPt: 0370 194 7758m: 07789912634e: francesca.hedges@bevanbrittan.comwww.bevanbrittan.com
1248,ConnectLater,"Thanks for reaching out. We wouldn't be needing any services as of now.
Will get in touch if needed.
Thank you!"
2333,Deactivated,Thanks for offer but I don't need
2818,OutOfOffice,"I am currently out of the office for the holiday season returning on Monday, January 6th. Happy Holidays and Prosperous New Year!"
2190,OutOfOffice,"My hours are Mondays & Thursdays from 7:30am 4:00pm. If you need immediate assistance, please contact the billing group at billinggroup@ugies.com<mailto:billinggroup@ugies.com>. Otherwise, I will respond to your email when I return. Thank you!"
2769,AgreedToMeet,Works for me.
1046,Unsubscribed,Fletcher plant is closing. No need for anything.
1888,SeekingMoreInfo,"What is percentage of charges per month ?
My property is in Pune."
615,OutOfOffice,"My work days are from Monday - Thursday.
I will respond to your email when I'm back in the office.
Cheers,
Teresa Ball"
1318,OutOfOffice,"Thank you for your email. Im on leave till 10th January 2021.
I will intermittently keep checking my email and messages, however, please expect a delay in response."
3053,Deactivated,Not at the moment. 
2136,OutOfOffice,I am out of office and please expect a delay in my response to your mail.
2607,OutOfOffice,"I am on annual leave returning Thursday 7th January.
For any enquiries (from Monday 4th January onwards), please email
marketing.automation@news.com.au.
I will attend to you email upon return."
1772,OutOfOffice,"I'm away on personal leave today , 'I' would have no access to emails. PIs expect delay in response."
3124,Deactivated,I am not interested i am happy were i am.GreetingsSanderThis e-mail and any attached files are 
131,OutOfOffice,"Thank you for your email. I am currently out of the office, returning 26th May 2020.
Thanks and regards
Nilankur"
77,ConnectLater,"Thank you for your email and introducing your company, we shall get in touch with you for future requirements
Regards,"
2052,OutOfOffice,"I am on leave ,will contact once i resume my duties."
724,OutOfOffice,Thank you for your email. I am out of the office today. Please excuse a delay in my response. Thanks.
1314,Deactivated,"Thanks for reaching out.
We do not outsource our hiring requirements, we have in house team to close our requirements."
1851,SeekingMoreInfo,"May be we can have a short call sometime end of this week to understand what you are oferring?
Can you schedule the call?"
2438,ConnectLater,"At present we are not looking forward to any oil purification.
We will contact you when we require the same."
2635,OutOfOffice,I am currently out of the office with limited access to email.
1372,Deactivated,"Thanks for reaching out, but I'm not looking not looking for SFMC professionals at this point."
1855,SeekingMoreInfo,"I received all the information, what I want. I was already send all the information received from your company to our purchased department and plant manager.
I am waiting for their approval."
1319,OutOfOffice,I will have limited e-mail access through 1/11. Please contact my assistant or send me text message for urgent issues.
3042,OutOfOffice,I am currently out of the office with limited access to emails.  Please call me on my mobile - 07782148705. Thank you Emily
2308,OutOfOffice,"I am currently out of the office on furlough from Monday, November 22- 28, 2020 with limited access. If this is an urgent matter, please contact Lindsay Swanson, Communications Manager via email at Lmiller@visitanaheim.org<mailto:Lmiller@visitanaheim.org> in my absence."
375,Deactivated,Nowadays I am working in erection group of Talcher Thermal of Odisha. I am not in need of this offer right now.Please look into matter and contact to right person.
1908,Deactivated,"Thanks for sharing detail.
Now we have no such requirement."
333,OutOfOffice,"I am OOO on 3rd July without access of emails. I will be available on 6th July.
Kind Regards
Neha"
2905,Deactivated,We don't require as of right now. We are doing in house.
2443,OutOfOffice,I am on Maternity Leave from 18th June 2020. Please reach out to Vijayalakshmi at vivelu@arctern.com for any activities related to HR Function.
1604,OutOfOffice,"I am on personal leave till from 15th June to 24th June . For anything urgent, please call on 8879654011"
1118,SeekingMoreInfo,"Ask Mr. Venugopal and update yourself. Thank you for your services.
Thanks and Regards,"
2995,OutOfOffice,Thank you for your email. I am currently on leave  until the 10th of March. With no access to my emails. I will return your email as soon as I return.Thank you.DarrenBupa ANZ email 
1943,OutOfOffice,"Thanks for the email. I am on Planned leave and will resume on 11 Nov.
Please expect a delay in response to your mail."
2403,OutOfOffice,I will be out of office from 12/21 to 1/1.
2673,SeekingMoreInfo,"Please provide a quote for our attached purchaseÂ¬Â¨â€šÃ„â€  bellow. This should include your MOQ and FOB prices including shipping rates.
Your timely response will be appreciated."
1342,OutOfOffice,"Thank you for your email. Im currently out of the office, enjoying my own personal time."
320,SeekingMoreInfo,"As requested, please find attached quotation and our company deck for your
further consideration."
1619,ConnectLater,"Thank you for your emails.
We will look at it and get in touch with you should we have any questions."
2593,ReferredSomeone,"Thank you for your application which we recently received. Your resume has been passed on to our recruitment team for review and we will be in contact with
you regarding your application for employment."
2060,Unsubscribed,No need. Please stop sending mails
2219,OutOfOffice,"Thank you for your email. I am traveling on vacation out of the country and will be unable to respond timely to your email. I will return to the office on Monday 12/23 after which the Deloitte offices will be closed for the holidays through January 3, 2020."
1673,Deactivated,"Sorry Adam,
Ive just started a new job so am not looking at present
Regards stuart"
1942,OutOfOffice,"Thank you for your message, I am out of the office returning Monday, Dec. 16th please anticipate a delay in my response."
260,Unsubscribed,"Could you please take me off your email list.
Thanks,"
2496,AgreedToMeet,"We are looking for the service.
Thank you."
2039,OutOfOffice,"I am on vacation, returning on July 6th. I will have intermitent access to e-mail, but will only be responding to critical requests."
689,Deactivated,"My sincere apologies for the delay in getting back to you. Its been a crazy couple weeks and I havent had much time on my laptop or emails.
I am based out of Northumberland so even though this role sounds absolutely outstanding, im afraid it is a little out of reach for me.
I massively appreciate you getting in touch and chasing up with me.
I hope you have had a great Xmas mate.
Kind regards
William"
901,OutOfOffice,I am out of the office on Astellas Winter Shutdown from 12/22/2020 through 1/1/2021. I will return on Monday 1/4/2021. My email replies will be delayed. For emergencies please contact Customer_Ops@us.astellas.com.
2026,SeekingMoreInfo,We would like to see a demo.
138,Deactivated,"Thank you for your email.
However, we already have engaged a Payroll Services and we are happy with
their services.
Thank you and kind regards"
1917,OutOfOffice,I am Out Of Office. Hence there will be delay in response to your e-mails. Sorry for the inconvenience caused.
1828,OutOfOffice,"Thank you for your mail.
I am on official travel on 11th Nov 19. Will have limited access to E-mails. Please expect a delay in my response."
