,Category,Response_preprocessed
4185,OutOfOffice,Thank you for your email Im currently on annual leave with limited access to my emails. I will be returning on the 19th of October in which I will respond on my return.in the meantime for any urgent queries please contact Sean. Frizelle@controlrisks.com
345,Deactivated, Thanks for emailWe are all ok with recruitment so no further action required
4528,ConnectLater,Thank you for writing to us. We have received your email and we will get back to you in the next 24 hours. While you wait for our response give us a review on PlayStore -  
987,Unsubscribed,Unsubscribe me
588,OutOfOffice,I am on vacation and will be back on Monday August 24. 
2792,Unsubscribed,Can you please remove me from your list We have our own inhouse staffingrecruitment team. 
4664,SeekingMoreInfo,Requesting you to please help us with CVs for the position of Accountassistant who should have accounting experience of more than 2-3years andsalary expectations of approximately 15-18k. 
4078,MovedOut,I am no longer with Equifax.  Please reach out to Seth Kronemeyer ifyou need additional assistance. Best 
4383,AgreedToMeet,Lets connect for demo on Tuesday second half. 
3486,MovedOut,Ricardo Jimenez is no longer with Amalgamated Bank. For further assistance please contact Thomas Rivara at ThomasRivara@AmalgamatedBank.com. Thank you. 
3622,MovedOut,Thank you for your email. Please note that Nick Walters is no longer working at Derrycourt and that all queries should be directed to EQHS@derrycourt. ieKind 
3551,ConnectLater,We are good thank you. If we see a need we will reach out. 
3290,SeekingMoreInfo, guys I havent received any draft contract yet. Have you sent it
1143,OutOfOffice,"I am currently out of the office on furlough from Monday November 22- 28  2021 with limited access. If this is an urgent matter please contact Lindsay Swanson Communications Manager via email at Lmiller@visitanaheim.org,Lmiller@visitanaheim.org in my absence. "
2359,SeekingMoreInfo,I am reaching out in reference to your email conversation with mycolleague PaulineSeifert regarding our digital marketing offerings
3265,SeekingMoreInfo,Pls send your credentials of cement plants. Thanks  
1199,SeekingMoreInfo,  Trust you are doing well I am Blessy your point of contact at HubSpotLooking out for a Marketing Sales or a Service CRM to simplify yourprocesses for In-med Prognostics HubSpot has a solution to help you growbetter. If you would like to connect with me to evaluate our Paid Products anddiscuss on our HubSpot Product Overview
86,Deactivated,Not interested thank you. 
1519,AgreedToMeet,Yes let me know what date and time works best for you. 
517,Unsubscribed,Delete me from your mailing list pleaseKind 
1382,Deactivated,I have no interest thank you. 
3730,ReferredSomeone,I have already redirected you to Mr shivandand Rao as I am not the rightperson to deal it
2717,OutOfOffice,Thanks for writing in. I am currently on vacation and will be returning back to office on Thursday 14th October. I will have limited access to my emails during this time. Please call or text me for matters that require my immediate attention and I will get back to you at the earliest possible. Alternatively you may reach out to Ashish. Walia for any immediate assistance. 
3613,OutOfOffice,I will be on leave from 13-Oct-2021 till 19-Oct-2021. During this period I will not be accessing emails hence please expect delay in reply.in case of any urgency please contact Kapil Kulkarni on kapil. kulkarni@covestro.com / 9920334403. 
1015,Unsubscribed,Can you please take me off the mailing list
129,SeekingMoreInfo,Thank you for reaching out. I would like to know more about your YCOI model.
1365,AgreedToMeet,U can reach me by next week  Monday @10. 00am 
4168,Deactivated,I have not visited your website page however I am not the right person for hiring services. Please reach out to our recruitment team
4371,AgreedToMeet, Looping Sonakshi on this email
3660,OutOfOffice,"I am out of the office and will be back at the desk on Mon Jan 4. 
I'll get back to you as soon as possible latest upon my return. 
Thanks a lot and "
892,OutOfOffice,I am on leave today. Please expect a delay in response to your emailstext 
2794,Unsubscribed,Please remove me from your mailing list
5332,SeekingMoreInfo,Hey I am reaching out in reference to your email conversation with my colleagueEmily regarding our development  designing offerings. 
1360,Deactivated,Thank you for your continued follow-up however I believe you are misguided in what I do and what my company does.  We also provide targeted Sales Connections for our clients.  Although I appreciate your tenacity  I strongly believe its a complete waste of your time and mine. 
308,OutOfOffice,"Thanks for your email. 
I'm on leave until 18th January 2021. "
1662,AgreedToMeet,will discuss next week
2432,AgreedToMeet,I am a principal engineer  engineering lead currently and option of seniorlevel position is a step lower than my current role. I suggest having acall to discuss the correct requirementspreferences for betterunderstanding of future opportunities. I shall be happy to discuss this further at a time of mutual convenience. 
4352,Deactivated,Not needed thank you
1318,ReferredSomeone,Im sorry I dont do the recruitment for the school.  You may have seen a post I shared for my colleague at VISS Central. Your point of contact at VISS would be Julie Howell
3500,AgreedToMeet,Can we schedule a call for tomorrow
4653,OutOfOffice,"Thanks for your e-mail
Today I am on leave Hence expecting delay in respond on your email. "
3250,AgreedToMeet,aAh totally the same for me 4 Emmas at school - why I ended up as little Em grr How funny. Good to be on a wavelength already. Would 7th or 8th October work for you I just cant do midday on the 8th currently otherwise free. Look forward to meeting you. 
2475,Unsubscribed,Please remove 
2543,OutOfOffice,I am out of the office and will respond to you on my return
5215,MovedOut,We wish to inform you that Chularat Sanchomphu chularat. sanchomphu@transmedicgroup.com is no longer employed by Transmedic. Kindly contact Yoopadee Tiamtikumporn at yoopadee. tiamtikumporn@transmedicgroup.com or Laddaporn Tipparat at laddaporn. tipparat@transmedicgroup.com instead. 
1247,Unsubscribed,No stop.
4513,SupportAutoResponse,Your ticket About: Recruitment and HR Consulting 5756986507272 has been closed. We hope that the ticket was resolved to your satisfaction. If you feel that the ticket should not be closed or if the ticket has not been resolved please reply to this email. Sincerely Velocity Support Team
1209,Deactivated, sorry but we are not interested in this as this point
3378,Deactivated, I have just spoken to our recruiting department. As talready work with other service providers with whom tare very satisfied we unfortunately do not need your support
217,ReferredSomeone, I have already forwarded your request to concern person in HR currently I am looking after HRBP function
4641,ConnectLater,Well received. Will revert on any requirement. Thank you.  
3587,OutOfOffice,I will be out of the office until Friday August 2nd . 
1240,SupportAutoResponse,Please type your reply above this line -Your request 133654 has been received and is being reviewed by oursupport staff.To add additional comments reply to this email.
2290,MovedOut,Please note that as of 8/16 I am no longer employed by John Hancock. If you need assistance please contact Cami Walker and Gabe Flores at:CamiWalker@jhancock.com
2741,Deactivated,Clearly I not interested. 
276,ReferredSomeone,Thank you for your e-mail. As you may know Silver Peak was recently acquired by Hewlett Packard Enterprise. As part of the acquisition Ive been given a new email address where I can be reached. Please send email to me at chris. liou@hpe.com. 
490,OutOfOffice,"I am out of the office for the U. S. Christmas holiday returning Monday December 28. 
If you need immediate assistance during my absence please contact Steve B. Otherwise I will respond to your emails as soon as possible upon my return. Thank you for your message. "
1036,Unsubscribed,This is not something that is necessary for Alpha Alias. I also dont likeyour email marketing approach. Please take me off your list immediately. 
1230,AgreedToMeet,I have noticed that you have scheduled this call in for 45minutes - just to advise you that I am only able to speak today until 4:30pm as I am backed up immediately afterwards with another call
4956,ConnectLater, Replies are not monitored so please do not email back. Thank you for your email which has been safely received. See estimate below on when to expect a fuller reply. How long will it take AVRillo to replyWhatever your views on the lifting of Covid restrictions many UK lawyers and lenders will continue to take up to a couple of weeks to reply with some search companies taking 12 weeks. This may get worse with expected staff absences as 4. 5 million are estimated to self-isolate with 100000 new Covid cases a day a rise in long Covid and the backlog of work from Covid and the recent stamp duty crisis. Can AVRillo reply faster than a couple of weeksOur award-winning service aims to review your email within 48 hours after which we will email you a time estimate for a fuller reply. If I chase you will you work fasterNo because our award-winning team are used to already working hard often in their own time evenings and weekends to help you move. Just remember their response times are tied by others in the process. Chasing will just slow you down by taking your lawyer away from your legal work. If I shout will you work fasterWe all know the answer is no but also know that as humans we get stressed and sometimes want the impossible. Sadly UK lawyers have seen an increase in cases where they have to stop acting because they are being bullied by unrealistic targets and demands being made of them. Rather than affecting both your and their mental wellbeing please understand you are not alone that moving is stressful and the closer we work together the better your outcome. Whats the  way of keeping in touch Can I get a faster update- Yes simply log into your live 247 portal by using your unique private password and username sent in our very first email to you. - Alternatively just wait for our highly rated automatic updates. You will get one each time we take a key step. - Keep phone calls and emails to a minimum to allow your lawyer to focus on your case. What can I do in an emergencyUse our call surgery to book a personal telephone appointment diary if you are about to exchange complete or dont understand something. We are unique as the only UK Conveyancing legal firm to give you direct access to our lawyers diaries twice a day every working day. Can I dis-instruct if my case is taking longer than your time estimateWhilst we cant do the impossible we do have one of the UKs  track records of hitting time estimates. However we know its frustrating when things are not as fast as you may want duringCovid. As such the regulators ask UK lawyers to explain to clients that they have the choice to dis-instruct and go to another firm. We dont want this but we wont get in your way if you decide to. Can you reassure me even moreOur own personal message is please try not to stress put safety first know you are not alone and try and put things into perspective if you can. Remember it could be worse and that moving is stressful in a Covid environment where for example Prime Ministers Questions in Parliament has predicted millions to self-isolate 100000 new Covid cases a day estimated by the Health secretary Sajid Javid the chief medical officer Prof Chris Whitty warning a surge and further waves of coronavirus and the Academy of Medical Royal Colleges warning unprecedented pressure over the coming months. 
1009,AgreedToMeet,Yes Christina I would like to discuss some points related to UdhyamRegistration and its benefits. You can contact me at the number available in my signature
5090,ConnectLater,I have written back to you in the past as well. Currently we are not looking to empanel with anyone for our staffing needs. Will definitely reach out to you in case need arises in the near future. 
3658,SeekingMoreInfo,Please let me know the update for hiringI have urgent hiring. 
4230,OutOfOffice,Thank you for your email. Our company is closed for summer break and I am out of the office returning July 6. 
2533,SeekingMoreInfo,Want to check when can we get startedYou should start getting good traction quite fast in these days given the demand. 
4511,SupportAutoResponse,Your ticket has been created with the ticket ID 704 and subject Kabir Shah from 7Targets: Adrian 5034890079436Someone from our customer service team will review it and respond shortly.
1059,Unsubscribed,Please stop messaging me. We left blackbaud a while ago and I do not even have the ability to make these decisions
2167,MovedOut,Thank you for contacting Redimeer Limited. We regret to inform you that Natalie Humphreys is no longer employed here. Please direct any future correspondence to Robert White at robert. white@redimeer.com. 
4438,ReferredSomeone,Thank you for your email. This is an automatic reply to your message. Please contact Jim MacPherson jim@olaplex.com for further assistance
3952,MovedOut, sorry I missed you. Ive left Cargill as of 09/09/21. Please contact Michelle Batzer or Danine Lindely for Terminal FSQR concerns. 
282,SeekingMoreInfo,Check out my presentation
1044,SeekingMoreInfo,We are looking for turbine Lub oil analysis . Pls. send your offer for two oil sample analysis.
1317,OutOfOffice,Thank you for your email - On Friday 11th and Monday 14th September I'm on annual leave. I will respond to your request on my return
5381,ReferredSomeone,This e-mail ID dmd@iifcl.org shall discontinue soon kindly send all future communications  to dmd@iifcl.inThanks and
969,MovedOut, Levy is no longer a Fidessa employee. Please direct all inquiries to Reception on 212-269-9000. 
3662,ConnectLater,Thank you for your email.in view of some unforeseen circumstances I amunable to start this franchise opportunity at this point in time. Howeverin case of any change in circumstances I will definitely revert to you andhopefully take advantage of this opportunity if it is still available atthat time. Thank you once again for your time and consideration. It was apleasure interacting with you. 
1940,OutOfOffice, I am currently out of the office and return Monday 4 January 2021. 
4843,ConnectLater,I am Aanchal working as Assistant Manager - HR with Kubik India PrivateLimited. I am writing this email on behalf of our MD Mr Jimesh Shah. First of all thank you for reaching out to us for the amazing servicesprovided by your firm. We really appreciate the effort. However we are into Architectural services which have different financialrequirements as compared to the IT industry. Thank you once again for contacting us and we shall surely be in touch forany future requirements. 
1275,SeekingMoreInfo,We havent received any service from ur end .
620,Deactivated,Not interested
3791,SupportAutoResponse,Please type your reply above this line -Your request 134189 has been received and is being reviewed by oursupport staff.To add additional comments reply to this email.
1743,OutOfOffice,I will be out of the office on PTO beginning the afternoon of Thursday 107 through Monday 1011. My access to e-mail will be very limited during this time. If you need to reach me urgently please call my cell at 630-441-4026. Otherwise Ill respond to your message as soon as Im able
1391,SupportAutoResponse,Your ticket has been created with the ticket ID 732 and subject Kabir Shah from 7Targets: Adrian 5034890079436Someone from our customer service team will review it and respond shortly.
4412,SeekingMoreInfo,Im looking for are long term contractors to integrate into our engineeringteam from the LATAM market. Could you please provide more information onyour process and ratesIn terms of the candidates I am looking for more than just a seniorengineer. I am looking for someone who has deep technical experience inReact and Node. js and even more important is someone who is capable oftaking initiative and leading projects. I have hired candidates for theseroles in the past that are senior engineers but have not been a good fitfor the role because they are not ones who add the value I am looking forand are able to lead initiatives without needing direction from myself orthe team. Some might call these rockstar engineers. 
1848,ConnectLater,Thanks for reaching out. Currently we are not adding anymore services due to pandemic. Ill get in touch with you in case we are planning in future. 
1580,Deactivated,IllSkip
1656,Retired,As of April 25 2018 Diane Dangolovich has officially retired from Phillips Nizer LLP.  Instead please update your contract information and direct all firm related matters to MIS@phillipsnizer.com.
3569,ConnectLater,Thanks for updating me. I will contact you soon for further details. With 
2353,MovedOut,Thank you for your email. Abhishek Mahnot has moved on from Avalon Consulting as of 1st Sept 2021 and unfortunately can no longer answer your email. Please direct your inquiries to Parvathy Ramaswamy at parvathy. ramaswamy@consultavalon.com or 91 73045 29721She will be happy to assist you. Please note that your email will be forwarded automatically
2213,Unsubscribed,We have no requirements. Pl delete my email address from your list
3276,Unsubscribed,Pls dont send e mail
2021,ConnectLater,Thank you for your  E mail. Our company is not having any immediate plan to implement Ariba solution. I will definitely revert back  to you  once this decision is taken in our company. 
5375,ConnectLater,AlohaMahalo again for the information.  Our HR Manger Dee has been in contact with Jan Kaeo from Dale Carnegie. 
1957,Deactivated,Thanks for your note but Im not interested at this timeof luck
3179,Retired,Please contact either Jason Bruce Don Fell or Steve Bush as i have retired.Don Felldfell@padgett-inc.comJason Brucejbruce@padgett-inc.comSteve Bushsbush@padgett-inc.com
3193,AgreedToMeet,Can we connect tomorrow
1308,ConnectLater,Thanks for your continued assistance on maintaining lube oil systems andsharing your experience on the same. Will get back to you for any additional information if required in thefuture. 
2004,Deactivated,Were good thank you. We are a very small company. 
4822,SeekingMoreInfo,Im sending attached my proposal.
576,SeekingMoreInfo,Pls submit  your company profile and past experience in TLM Also submit the customer references if you have AMC for the TLM. 
2361,Unsubscribed,Hope all good at your end. I have received multiple emails from you. Also this is the second email in one day. I would request you to refrain from sending multiple emails. As mentioned earlier we will connect with you in case if we have any requirements. 
5024,AgreedToMeet,We mail document back. Youll find it at the link below:
4803,ConnectLater,we are not keen on this service for now. Will let you know if required in the future. 
1707,ConnectLater,Duke Staffing is closed due to a family loss.  We will reopen on October 4th.in the meantime follow the link below if you want to schedule a call or schedule an interview. 
1800,SupportAutoResponse, please type your reply above this line JessicaCustomer satisfaction is very important to us and wed love to hear about your customer service experience. Our agents strive to offer the best service possible and your feedback is appreciated. Please take a moment to answer one simple question by clicking either link below:How would you rate the support you receivedYou can copy the following URL into your browser to rate:
3348,ConnectLater,Thanks you for your mail we have a very successful talent acquisition team in Helsinki and thave excellent contacts and resources talready use so we will not be taking up your offer of a call thanks. Whilst writing and please take this in the spirit intended which is to help you in the future you initial email was so long that I did not have time to read it all. Senior executives of businesses do not have time to spend reading long cold call emails. I think you may get a better response if you made it shorter and to the point. I wish you every success in the future.
4236,Deactivated,Thanks. We have no requirement for this service. 
1281,ReferredSomeone,"Please make contact directly with our HR team. Those engaged in recruitment can be reached by the email: careers@itm-power.com,careers@itm-power.comMany "
4409,ConnectLater,ApplicantThank you for showing interest in discovering new opportunities with us. Your information is safe with us. A member of our recruiting team will personally review your application. If you are a potential match for one of our open positions we will be in touch. If we dont have the right role for you now dont worry well keep your information on file for future opportunities.in the meantime get to know us better by connecting with us on social. LinkedIn: 
862,Retired,I am really happy to read your email I already stored your details on my mobile I am 60 years Old and I will be retired sooner I would like to start a new Service company to clean the Oils and carry out the transformer maintenance.I have more than 30 years of experience as a Project Manager in Oil and Gas and I installed on my life more than 50 Transformers from 2MVA to 150MVA.Please propose to me the best machine able to perform the Oil filtration and Oil regeneration Along with the price.For the tools xe2x80 are you sealing the BDV machine   
4487,OutOfOffice,"** Special Message **
I am out of the office on vacation and will return on Monday Jan 6th. 
I will check email once a day during this time. If you need me urgently please text or call my mobil"
1802,OutOfOffice,I will have limited access to email from 12/24-1/3 but will respond to your email as quickly as possible.
1629,OutOfOffice,"Thanks for the email
I am out of work at the moment due to Diwali Holidays. Please expect a delay in response from my end till Monday(16 Nov 2021). If anything urgent please feel free to call me on 9108002982. 
Wish you a very happy and prosperous Diwali"
1994,ConnectLater,In our efforts of reducing the spread of the coronavirus COVID-19 in limiting our human contact we will be enforcing the CDC  State of Hawaiis guidelines of practicing social-distancing.  Therefore the physical hours of operations of the Human Resources Department will decrease significantly which will allow us to work remotely.  I can be reached via email or phone at 808 735-3207.in the event you would like to set an appointment to come in please contact me directly.  We would like to identify the additional resources available Skype Zoom MS Teams etc. to us that would minimize any human contact. We appreciate your understanding and support in our efforts of doing our part. Mahalo
2640,Retired,Thank you for your mail and interest in working with Supriya Lifescience.Tushar Mehta retired from the company two months ago.We do have a complete finance function headed by a CFO. Currently we do notsee the need for any external service support.
270,AgreedToMeet,Trust you are doing wellI have gone through the company profile and recruiting process. Lets have a call to take this further. Below is my number you can reach me out anytime between 12 pm - 3. 30 pm
630,SeekingMoreInfo,Let us connect. Do let me know the convenient time for us to connect. 
3082,AgreedToMeet,Keikou thanks for providing the slots. I have blocked for Oct7 4-5PM TYO Time Zone. 
3467,SupportAutoResponse,"Your Ticket  453529 has been resolved. Thanks for your patience and time, and we hope our customer support was satisfactory."
2335,Unsubscribed,Please dont spam If required I will reach out to you
4732,OutOfOffice,Thank you for your email. I am currently on annual leave and will respond when I return on the 18th October. If your message is urgent please contact the Aerodrome Operations Manager on 0207 646 0241 who will be able to assist you. 
2967,SeekingMoreInfo,Yes thats fine. Please see attached my CV for consideration
301,Retired,Sorry I am semi retired now only undertaking part time working from home.
460,MovedOut,Thank you for your email however this account is no longer active. For all support related enquiries please forward your email to helpdesk@skillsoft.com. For all other enquiries please contact Matt Stanyon-Tall at matt. stanyon-tall@skillsoft.com
1448,OutOfOffice,Thanks for your note - I am OOO on vacation today and will be back on Monday. If the topic cant wait for my return please reach out to danny. schonfeld@uipath.com or text me at the  below. 
1473,AgreedToMeet,Lets connect sometime this weekend to understand and discuss your proposal
2047,SupportAutoResponse,Thank you for your email. If you do not receive a reply from us within 24 hours it means that we have not received the communication. May we then request you to resend the same email again. Thank You
4764,SupportAutoResponse,Please type your reply above this line -Thank you for contacting Cloudflare Support. Your issue has been marked as Resolved in our system. If you require further assistance simply reply to this email to re-open your ticket. If you have a new issue later on please open a new ticket with us so that we dont confuse two separate issues. Thanks.Also if you receive a customer satisfaction survey request please take a moment to rate your overall experience and provide any suggestions you have. We value your feedback greatly. Thanks for being part of CloudflareCloudflare Support Team Bot Cloudflare Support Join the Cloudflare Community
4255,AgreedToMeet,I already have a meeting with your org in my agenda for Friday next week
3917,AgreedToMeet,Thanks for the mail. Yes you can call me in 918870682285. 
2114,SeekingMoreInfo,We do have some urgent openings please  ask you concern to get intouch with us so that we can share the same and get this requirementsclosed. 
28,OutOfOffice,I am on leave from 24-30 Sept and will not have access to emails. 
2041,OutOfOffice,"Thanks for the email. 
31st July & 3rd Aug is holiday in India responses to the emails may be delayed. 
For any HR queries please visit HR Central. "
4893,MovedOut,Thank you for your email Im no longer with Creador Advisors. Kindly contact Ms Priya Raman at priya@creador.com priya@creador.com
3217,ConnectLater,Thank you for your e-mail and interest in working with Royal HaskoningDHV. All communications regarding recruitment for our organization can be liaised with recruitment@rhdhv.com. Please do that in the future. As of right now we have sufficient agencies working on our roles if the situation changes we will be in contact with you regarding any recruitment opportunities 
838,AgreedToMeet,Yess sure . Call me on 8805689477
130,OutOfOffice,"Thanks for your mail. I will be back to office on 26th May. Mail will not be read and replied. 
"
5347,MovedOut,I am no longer working at Lifeline Australia. For queries related to the CARE - CSRT - Training project please contact TRAINING@lifeline.org. au  - they will forward your query to the relevant person for follow up. For queries related to the Lifeline Community project please contact carrie. mckeon@lifeline.org. auFor queries related to the Volunteer projects or the CSRT - Recruitment project please contact kylie. wilson@lifeline.org. auKind 
2009,Deactivated,Currently we are not interested in any such services
5306,OutOfOffice,I will be out of the office November 25th returning after the holiday on November 30th
504,AgreedToMeet,Looks like a good idea
3758,OutOfOffice,Thank you for your email. I am on my annual leaves from 11th Oct21 to 20th Oct21. Please expect a delay on the responseFor any fujitsu related queries please contact Prasad P  email addr: Prasad. p@sirionlabs.comFor anything urgent you can contact me directly on 91 9958005342. 
4654,MovedOut,"Joe McBride is no longer working at Brother.  Please address any future correspondence to Rich. McNaught@brother.com,Rich. McNaught@brother.com"
381,Deactivated,We are not interested in any such services this year
1852,MovedOut,Thank you for contacting Ethinos Digital eting Pvt Ltd. We regret to inform you that Sunila Parkhe  Ethinos is no longer employed here. Please direct any future correspondence to Avani Desai at avani. desai@ethinos.com
1526,SeekingMoreInfo,We have vacancies now for this reason we called couple of times anddropped a message to one of your employees Mr. Benoni who was worked withus before but there was no response. So we approached other Consultancy. Can you please ask your employees torespond on time. 
2366,Unsubscribed,I did not apply for this . remove me from this list
3784,AgreedToMeet,Yes I will be interested. May be some time next 
3053,OutOfOffice,I will be on Vacation OOO this Friday 1001. Please contact SRE Team for any Azure issues. 
2885,AgreedToMeet,My contact is 8003090774
2341,Unsubscribed,Adam this is not of interest for me so please stop sending me emails. 
375,ConnectLater,Thanks for reaching out but we have paused our hiring process. 
3818,SeekingMoreInfo,What is the salary for the role.
2382,SupportAutoResponse,Thank you for contacting us. This is an automated response to confirm thereceipt of your email. We will attend to your ticket as soon as possible.We hope specific details are provided in the email which will be required forfaster issue resolution.We sought following details in the email for quick issue resolution .Userid :ProductService Name :DateApprox time of Issue :Issue Description Sample Mobile number if applicable for the issue faced:Please mark a copy to your account manager .Kindly do not change the subject line while communicating for the same issue .Thanks and
4661,ReferredSomeone,Please contact my Line Manager Barry
940,AgreedToMeet,While I have no idea how I got on to your email marketing I am glad I did. I would love to have a conversation with you to learn more about ProtoCloud. Full disclosure we are a custom software development company and we are commercializing a middleware that auto-generates graphQL APIs. Between the work youre doing and the work we are doingxa6we are freeing up almost ALL of the backend engineers timexa6this is more time for them to work on internal projects and skunk works ideas to help them move their companies forward faster. I dont know where ProtoCloud and Project Phoenix may fit together but I would like to explore with you. How does the first week of September look for you to connect
5181,SupportAutoResponse,Please enter replies above this line You are receiving this message because a ticket was created for your company. Replies to this email will be added as a note onto this ticket. Ticket T20210814.0022: Achieve 50 reduction in development time 4203984939092 Thank you for contacting us. A service ticket T20210814.0022 has been created for UTEC. We will attend to your ticket as soon as possible. The details of the ticket are listed below. When replying to this ticket please ensure that the ticket number is included in the email subject line. Ticket : T20210814.0022 Created on 08142021 10:47 AM ET by Autotask Administrator Title: Achieve 50 reduction in development time 4203984939092 Description:
4304,ConnectLater,We dont exactly have that. But heres a proposal we have recently made for Purplle. It doesnt have numbers because there was some issue with their dataanalytics so we left it out otherwise we always include month on month projections. PFA. 
4507,MovedOut,"Thank you for your message. As of August 11 2021 I am no longer with H5. I can be reached at jeffkangas18@gmail.com,jeffkangas18@gmail.com.  Thank you. "
2800,Deactivated,thanks for your email. We dont have any requirement for this but thank you for reaching out
2148,Deactivated,We are not interested in such product or service. Thanks
3592,ReferredSomeone,Please email Monica Limone mlimone@amerantbank.com
4481,ConnectLater,Thank you showing interest. Currently we are not looking for vendors. Sure will get back to you  in the near future
4911,Retired,I will no longer access this account as I have retired from PABC. please direct all your emails to Sobitha Weerasekera sobitha.weerasekera@pabcbank.com in future.
4560,ConnectLater,I have been told to hold this position for sometime.
2069,OutOfOffice,"I am on a personal leave from 23rd Nov 20 to 31st Dec 20
I will have limited access to my phone and mails. 
Do drop me a Message and i would respond to it when i get access. 
In case of urgency you can get in touch with my senior Harish Kale on harish@fidelis.co.in

Nikhil Shah"
3624,SeekingMoreInfo,Please share more details about IAQT with costing. 
530,ConnectLater,We have already purchased from forbes  if any requirement in future we will contact you
3309,OutOfOffice,"Thank you for your email. 
I am currently out of office on account of the festival Holi and will return March 11. Please excuse any delays in responding. "
5235,SeekingMoreInfo, Please share your agreement terms. We will get back to you with our requirements. 
637,ConnectLater,Thanks for connecting. We do not have a requirement for now as we have tied up with anotherplatform. We connect back post 6 months to see the potential. Thanks  
1270,SupportAutoResponse,Thank you for contacting our support team. A support ticket has now beenopened for your request. You will be notified when a response is made.View TicketTo view the status of the ticket or add comments please visit
186,AgreedToMeet,Can we connect on 8th March 2021 in 1st halfThanks  
1395,Deactivated, were already working with a mission driven agency but thank you
3723,OutOfOffice,I am out of the office on paternity leave returning Monday December 23rd 2021.  For assistance please contact my manager Nick at nickaufragne@jhancock.com
4041,SupportAutoResponse,Please enter replies above this line You are receiving this message because a ticket was created for your company. Replies to this email will be added as a note onto this ticket. Ticket T20210811.0041: Reference from Aarons email 4203984939092 Thank you for contacting us. A service ticket T20210811.0041 has been created for UTEC. We will attend to your ticket as soon as possible. The details of the ticket are listed below. When replying to this ticket please ensure that the ticket number is included in the email subject line. Ticket : T20210811.0041 Created on 08112021 10:47 AM ET by Autotask Administrator Title: Reference from Aarons email 4203984939092 Description:
1798,Deactivated,Thank you for your email. I am not interested at the moment but thank you for reaching out
2980,OutOfOffice,Thanks for your email. I am on annual leave until Wednesday 20th October with very limited access to email I will respond on my return.  If there is anything urgent please get in touch with Michael Parker - michael. parker@skillsalliance.com or 0207 220 6225 
1442,AgreedToMeet, Since i am in Srilankayou can ontact me on the Srilankan Number 94766420279 or you can contact me on my wats app number 919844612958. 
4012,MovedOut,Please be notified that David Coyne left Inetum this mail will be forwarded to Nicolas Boitout acting as CEO Inetumnia. 
5270,SupportAutoResponse,Please type your reply above this line -and thanks for reaching out to IntelyCare Weve received your request 1650865 and we will respond back within 24-48 hours. Please be advised that due to the catastrophic typhoon impacting our off-shore call center there may be a slight delay in our response. To add additional comments reply to this email.--------------------------------
1536,Unsubscribed,Remove my email 
5254,Deactivated,We are not a manufacturing company. 
3189,OutOfOffice, I am currently offline and checking my mail intermittently. 
1274,ConnectLater,I had no time yet and an off today I am copying Martin as I think this is more his resort.
2468,AgreedToMeet,I would like to get on a call with you today around 5pm. Please confirm. 
3689,SupportAutoResponse,Thank you for your email. Your service request has been assigned ticket number TKT-3798702-S2Y1C3. If after 2 business days you have not received a response you may escalate by emailing apescal@microsoft.com. Please keep subject line intact with ticket number. In the meantime please review our Self-help Tools and Frequently Asked Questions for SupplierPayee:SELF-HELP TOOLS  FOR MICROSOFT EMPLOYEESELF-HELP TOOLS  FOR SUPPLIERPAYEEClick here
608,OutOfOffice,I am currently on maternity leave but will be checking my emails multiple times each week. Please accept my apologies for any delays in a response. 
3969,Deactivated, Not interested thank you. 
1713,SeekingMoreInfo,I cant attend a place where they cook or serve eggs
4242,SeekingMoreInfo, We have openings for Website Front End developers and PHP developers. please let me know if you are interested in servicing these profiles. 
2200,Retired,I have recently retired from the Will-Burt company and from all professional work.  Therefore I will not be able to respond to your email request.  I would like to thank the Will-Burt company and all our business associates for the support that you have given me.  It has been a great pleasure working with everyone inside the US and in the international areas.  Please email your requests to Eric Yousey at eyousey@willburt.com.  Will-Burt will continue to provide you with excellent products and services
956,MovedOut,"Please remove andrew@worldbridgepartners.com,andrew@worldbridgepartners.com from your mailing list as it is no longer in service"
2580,AgreedToMeet,"Sorry MarkJust seen the email. Please call me to discuss more. My CV is below please text me when u have sent an emaili am working as a delivery driver to pay the bills but not on my CV i am someone and proud not to claim etc. I was let go by Aquatherm at the end of Nov 2020 due to COVIDi look forward to your relpyTony Jacksontonyltd@outlook.com , tonyltd@outlook.com075083 40009075079 98343"
3938,SupportAutoResponse,Thank you for your email. If you do not receive a reply from us within 24 hours it means that we have not received the communication. May we then request you to resend the same email again. Thank You
4334,OutOfOffice,"Sorry - I will be in and out of the office Thursday afternoon and Friday - back on Monday and a so I may not respond immediately. 
"
4791,SeekingMoreInfo,Please share the updated roi sheets
4201,SeekingMoreInfo,Ayush from Grow SolutionsKindly share your proposal and all the details. Will go through with itand get back to you. Thank YouH. R DepartmentGrow SolutionsAddress: 3053 Silver Business Point VIP Circle Utran Road Opp. Nayra Petrol Pump Surat Gujarat 394101. Contact No. :    - 91 8140887960Email: growsolutions.in@gmail.comWeb: growsolutions.inLinked In:
2853,OutOfOffice,"I'm currently on holiday returning Monday January 11th. 
I'll speak to you when I get back. 
Happy New Year. 
Cheers
Uma"
404,MovedOut, Roger is no longer within the organization please direct all inquiries to Angie. Nauful@bioserenity.com
2072,MovedOut,I am no longer a Cherwell employee. Should you need to reach me personally you can do so at 480 227-9562.
