,Category,Response_preprocessed
677,ConnectLater,Thank you . Not interested presently please. Thanks  
1228,ConnectLater,Je suis actuellement absent. Ce message et toutes les pieces jointes ci-apres le messagesont confidentiels et susceptibles de contenir des informationscouvertes par le secret professionnel. Ce message est etablia lintention exclusive de ses destinataires. Toute utilisationou diffusion non autorisee interdite. Tout message electronique est susceptible dalteration. La SOCIETE GENERALEet ses filiales declinent toute responsabilite au titre de ce messagesil a ete altere deforme falsifie. This message and any attachments the message are 
4630,OutOfOffice,I am on Personal Leave till 31st December 2021. 
3839,Unsubscribed,Pls stop emailing and remove me from your records 
1763,Deactivated, Thanks for your email - not something that wed be looking to review atpresent. 
357,AgreedToMeet,I Head - TA function for the bank lets connect tomorrow post 11 am. You can reach me at 9820314989. 
3179,SeekingMoreInfo,Thank you for your response and please let me know details and termsfor the same  i am interested in 
2230,ReferredSomeone,I am no longer with Inspire. For any inquiries please reach out to Jen Deters:jdeters@inspirecleanenergy.com jdeters@inspirecleanenergy.com
2607,ReferredSomeone,Thank you for your email. I am no longer employed by Public Health Solutions. Please direct messages to Lauren F. Hay at lhay@healthsolutions.org
1398,Deactivated,Not required. We are a small set up
3985,Unsubscribed,Please remove us from your email listing we have no issues at this stage and are fine
458,AgreedToMeet,I want to understand more about it. Can we call Monday in second half
3445,SeekingMoreInfo,Thank you for reaching out. I would like to know more about your YCOI model. 
701,ConnectLater,Thx for your messages your messages are well received and i will reach you out once it is possible. 
1422,Deactivated,Trust you are doing well. I connected with someone in Kelly over phone on the same topic I dont remember exactly if it was you or one of your colleagues. I explained that we have a global preferred supplier base for staffing services and we would be working with that supplier base in India at least for this yr. If theres any change in strategy in future we will reach out to service providers outside our preferred network. Hope this clarifies on current set up. If theres any requirement in future for which we need a local service provider I would be happy to invite Kelly in the tender
1728,Deactivated,Thanks you very much for your email and keen interest. We have in-house legal department. 
2128,ReferredSomeone,Thank you for your email and follow up.  I have forwarded your email to the IT department who takes care of this business line. 
1225,ConnectLater,Sorry I confused your company with someone else.  We will be in touch if we need to discuss at a later time
1731,Deactivated,Our teams are already in touch and working together. Did you want to bring my attention to anything specific 
4722,OutOfOffice,I am out of the office on vacation with no access to emails or voice messages.  Should you need immediate assistance please send an email  or call the following:So Cal - Gabby Perez
298,AgreedToMeet,Kindly share your number will get back to you  
1351,ConnectLater,We are not contemplating a project like this at this time
512,AgreedToMeet,Yes 1pm Tuesday should be fine. I havent updated my CV for a while but Ive attached the most recent version. 
1401,Deactivated,this not peterPlease chek
4701,OutOfOffice,"I'll be out of the office returning 8-31
"
2719,ReferredSomeone,"Joe McBride is no longer working at Brother.  Please address any future correspondence to Rich. McNaught@brother.com,Rich. McNaught@brother.com"
4010,Unsubscribed,Please dont contact by phone or emailWe r not interestedSent from Yahoo Mail on Android    
2745,ReferredSomeone, wef 22nd June 2018 my mail-id has been changed to krishna. ladsaria@birlacentury.com Kindly make note of this change and send all future communication to my new id only. 
4473,OutOfOffice,"Thank you for your email. I will be out of office till 18-Dec. Please expect a delay in response

Rony"
2867,ReferredSomeone,thank you for your e-mail. I no longer work for Intermap Technologies having retired at the end of April 2021.  If this is an important HR related matter please contact Karen Taylor at ktaylor@intermap.com. 
975,ConnectLater,Hey No need for the call we happy with our current staff levels we will be in touch though if anything changes 
4550,OutOfOffice,Thanks for your email I am out of the office this afternoon. 
4056,OutOfOffice,I am currently out of the office.  I will be replying to emails from time to time.   
2504,ReferredSomeone,Barry is no longer with the company.  Please direct all inquiries and requests to George Suda at the email address below. George. Suda@SmileBrands.com
187,AgreedToMeet,Happy to learn more as I lead BD. Perhaps an intro call next week
860,ConnectLater,It is already circulated among our students. 
2431,ReferredSomeone," Thank you for your email. I am no longer with Augustus Intelligence and have no more access to this email. Please reach out to Genevieve Lazarus Chief Operating Officer at gen@augustusai.com  , gen@augustusai.coma for any assistance question. She is now covering all my duties"
4206,OutOfOffice,I am on leave. Please contact Gowtham Sampathraj in my absence. 
4514,OutOfOffice,Thanks for reaching outPlease note that I am on  leave on 1-Oct-2021. Please expect a delay in responsemail. For all APMT related queries keep writing to GSCHR@apmterminals.comSAPHRSUPPORT@maersk.comFor any urgent issues you can message me on 91-9970791455. 
4738,OutOfOffice,I'm currently on Annual Leave and will be returning to work on Monday 11th January
4692,OutOfOffice,I am out of the office now until 3/9/2021 in my absence please contact The BMS Team on 0333 121 2010 or BMS@atlantismedical. co. uk
991,ConnectLater, I have some immediate commitments that will nor allow me to look elsewhere now. Lets keep th lines open for the near future. 
140,AgreedToMeet,I am interested for the further discussion and thanku so much for sharingthis kind of experiences. I will be happy to be a part of your team
2940,SeekingMoreInfo,hican we get the ppt also. thank you. 
726,ConnectLater,Thank you for your email. The job description looks interesting but Im not looking to make a move at the moment.  Thank you for reaching out to me and please lets keep in touch in case things change in the future. Kind 
3106,SeekingMoreInfo,I did get the mail but nothing actionable on it. Please let me know how you can help us. 
3172,SeekingMoreInfo,Kindly share the details for further discussions. 
2838,ReferredSomeone,Thank you Girish Ji. Dear ShaliniYou may reach out directly to Mr. Dipanjan Chowdhari Associate Vice President - Finance copied in this email. 
3788,Unsubscribed,Please unsubscribe me from your list. I am not interested in receivingemails on this topic Pratap Dhopte  Managing Director 
1425,Deactivated, have received three emails from you in as little days to be honest I find this too much to be honest. We have a recruiter at this moment in time thank you should this change we may consider you but until that time no thank you. 
199,AgreedToMeet,Yes I will be interested. May be some time next 
730,ConnectLater,I dont have any queries as of now miss Rane. I will let you know if something comes up
4432,OutOfOffice,I'm out of the office for an extended period of time for personal leave. 
240,AgreedToMeet,Keikou thanks for providing the slots. I have blocked for Oct7 4-5PM TYO Time Zone. 
2710,ReferredSomeone,Brian has retired from MAP - please remove s email from you contact list. 
387,AgreedToMeet,Lets talk about it today at 3 pm. 
4106,OutOfOffice,Thanks for your email. Im currently on maternity leave. 
2021,Deactivated,Hope you well . Sorry l am not interested in that
3864,Unsubscribed,I have no involvement with this sector of our real estate company we have one of the more advanced leadership groups in our IT ision and they make all such decisions. I have sent you this message once before I have nothing to do with these decisions and have a full schedule with my existing duties. A meeting with me would be a waste of your time and mine. I wish you success but communications with me is misdirected. Please remove me from your contact list. 
2780,ReferredSomeone,"I am no longer with Tonbo Biosciences. For assistance please contactsales@tonbobio.com  , sales@tonbobio.comaor business. development@tonbobio.com  , business. development@tonbobio.com"
679,ConnectLater,Thank you reaching out. Although im based in Cardiff the role is suited to someone more junior than where I am in my career. Keep in touch. 
329,AgreedToMeet,Thank you for the follow up. You can call me on 7032917100
1793,Deactivated, Sorry for the delay in replyOur organization not come under this facility 
3237,SeekingMoreInfo,Experthubrobotics.com is distributors of premium robots and offer comprehensive Robotic Solutions including Advisory Robots Robotic Software Robotic Maintaainance for Robots on Sale Rent   Let me know how may I help
4703,OutOfOffice,"Thank you for dropping the note. I am OOO for a medical emergency and
aint available to respond to this. "
1063,ConnectLater, Thanks for reaching out Unfortunately I am not looking to move into a renewablesbattery space pure-play role at the moment. Does Green Recruitment Solutions only cover this space  
3291,SeekingMoreInfo,Thank you for your email. Could you please share the latest franchise business model fees revenuesharing client handling terms and conditions etcPreferably a brochure of all details and some free text in mail about anyadditional info you can share regarding this opportunity. Based on info shared will discuss with couple of friends and get back toyou. 
2025,Deactivated,Thanks for your contact but at the moment we are not interested. 
1436,Deactivated,Not useful for us at the moment  thank you anyway. EmilieEmilie Thysse07903 868561emilie@ydtraining.com
3007,SeekingMoreInfo,Im not sure that 7Targets is for us did Dale mention how he thought you could be a resource for us Might help me contextualize the conversationStrength  courageA person wearing glasses
2104,Deactivated,Not interested please
2266,ReferredSomeone, Dan is no longer at MaestroConference. For all sales related questions feel free to contact sales@maestroconference.com
1507,Deactivated,Thank you for getting intouch with us but we are not looking at enrollingany new vendors at this point in time. Thank you
2521,ReferredSomeone,Im currently on a mission to help people find their inner hero by ensuring they dont reach the limit of their belief before they reach the limit of their talent. My current mission is due to finish on 16th August. As a result you may experience a delay before Im able to reply.in the meantime take solace from the following Anne Frank quote:How wonderful it is that nobody need wait a single moment before starting to improve the world. So truex85Nick HortonPike Welfare OfficerProfit Box LimitedTel: 07768 834464
876,ConnectLater,Thanks for your mail. Have to inform you that presently we arent looking for any specific legal service and shall get in touch if any need arises at a future date. 
2519,ReferredSomeone,Our recruiting needs are taken care of for the moment however I have passed your details onto my HR team. 
2835,ReferredSomeone,Please be advised all inquiries to this email address should now be directed to Melissa King at Melissa. King@ellucian.com. Thank You. 
1355,ConnectLater,At the moment we do not have such a requirement but incase in future wewill get in touch with you. 
2148,ReferredSomeone,I have forwarded your email to John Vincent jvincent@steelofcarolina.com our detailing manager. 
3229,SeekingMoreInfo,kindly send your proposal along with your company profile and cliental base
984,ConnectLater,Thanks for wiring in. I sincerely hope you and your families are safe and healthy during these challenging times. Currently we do not require any SEO or performance eting agency. Having said that I will definitely reach out to you in future as soon as the need arises. 
3819,Unsubscribed,Remove me from your contact list
1203,ConnectLater, Thank you for the communications. Currently we do not need such services. We may revert to you on our own in case of need of such services. A follow up may not be required
3711,Unsubscribed,Thanks for reaching out.  I tried to use the unsubscribe link in your signature but the page wont load.  Please remove me from your database. 
2957,SeekingMoreInfo,Mail me the needs and requirements in detail first then I will seedefinitely
3214,SeekingMoreInfo,please share me proposal . We have two requirements both are for PHP Developer . 
2052,Deactivated,Thanks for your message. Im not interested at this time. 
2939,SeekingMoreInfo,DO you have presence in India. I need couple of resources from India. 
4647,OutOfOffice,"I am currently out of office on extended leave through mid October. Please reach out to the following folks on my team who can help you with anything you need:For all PCOEM related inquiries please reach out to Amy Miller at amym@dropbox.com ,amym@dropbox.comaFor all other inquiries please reach out to Aladdin Edris at aedris@dropbox.com ,aedris@dropbox.com"
2411,ReferredSomeone,Please note that I am no longer at Moderna. Please reach out to Mel Ivarsson for assistance
1668,Deactivated, Thanks for the offer but not interested. 
1406,Deactivated,No interest. 
4673,OutOfOffice,"I am out of the office on annual leave returning on Mon. 18th OctIf your enquiry is urgent please contact:Ken Turner  ken. tuner@scottispower.com,Ken. tuner@scottispower.com"
348,AgreedToMeet,Sure lets connect today after lunch time or tomorrow again in the second half
4401,OutOfOffice,Thank you for your message. I am currently OOO on vacation with very little signal. If your matteris urgent please slack text or call me on my cell and I will try torespond as quickly as I can. I will be checking emails periodicallywhen I have signal. 
882,ConnectLater,Thank you for the great and interesting Offer. But now we all are very busy with Corona management  crew issues. Theseare most vital issues for any oil and gas company. Your team should only do online Webinars. No Phone call. As these lead to interruptions in management  and  futureplanning. Hope you may understand our concern
628,AgreedToMeet,Thank you confirmed. 
372,AgreedToMeet,Is this a permanent role To change my track would also depend on thesalary and package. I am at present putting the programme together for the power generationplant at the Grange at present but it is not green as it is a diesel  gasplant and was somewhat surprised no green elements are employed like energyfrom waste a wind turbine or solar farm. I was tasked to look at potential workloads in Ireland and I am well awareof the requirements for increased generation required for the data centrespharma projects and distilleries. I know the River Shannon has numbers ofturbines on it and I expect this also could be further improved with moreefficient turbines and installations. This could also be further developedin the UK as a great deal of the mill streams still exist and it is puttingthem back into use instead of powering a mill but generating power. It would also be a point to also look at Elephant grass animal wastemethane and other agri fuels especially in Ireland. I also believe that there is a requirement that all warehouses shouldbecome solar farms and that car parks certainly at services should alsobecome farms allowing for the generation of power to feed electric cars. There are also future requirements in the cladding of buildings and themounting of turbines on buildings to also generate power with architecturalvisual blades and not just the standard propeller. There is a different vision that to have many small sources that feed thegrid instead of a dedicated number of large power stations feeding thepower supply. Please call me on 07702059469. 
1446,Deactivated, I do not hire engineers thanks
4611,OutOfOffice,"Thank you for your email. 
My office hours are MONDAY TUESDAY & WEDNESDAY 9am to 5pm. 
I will respond to your email upon my return to work. "
4219,OutOfOffice,"Thank you for your email. I will be out of the office for vacation until January 5 2021 with limited access to email. Responses to email may be slow. 
Best"
344,AgreedToMeet,Plz call me  sorry I missed your mails. 
568,AgreedToMeet,Is it possible to meet earlier than 10:00 a. m. PDT   Please advise. 
2465,ReferredSomeone,David Avraamides is no longer with Centerbridge Partners. Please email Ellie Reid at ereid@centerbridge.com or call 212-672-5000. 
4212,OutOfOffice,I will be traveling for the remainder of the week and will have limited access to e-mail and will respond as soon as possible. Otherwise please call my cell 
3921,Unsubscribed,Please remove my mail id from your database.   
4477,OutOfOffice,I'm currently out of the office for during the week of september 14th. 
2481,ReferredSomeone,Unfortunately I have left my role as eCommerce Manager at eSpecial Needs to fulfill my incredible destiny to re-assemble the shattered pieces of the Amulet of ToMar the Ancient and defeat the dreaded wizard Blargh before he resurrects the Shadow Dragon and plunges the world into eternal darkness. Any inquires or solicitations should be sent to Director of Operations Scott Kouri at skouri@especialneeds.com. Please update your records accordingly. Tips for finding the shards or traversing the Fogs of Madness that circle Blarghs tower should be whispered into the ear of a songbird along with the phrase May ToMars Light guide you. 
1012,ConnectLater,Thanks but I have had a change of mind. I will let you know if I want to do this in the future
4556,OutOfOffice,Thank you for your message. I am on leave with no access to mails. Your mails will be responded with a delay
2199,ReferredSomeone,Adam Beebe is no longer part of the Aurea organization. Please send your inquiries tosam. gossage@aurea.com
3783,Unsubscribed,"Not interested at this time. Please remove all of our company contacts fromyour distribution list for phone calls and emails. Email:  ,Danielh@awssteel.com Danielh@awssteel.com"
2700,ReferredSomeone,Your email to Jenna McKenzie has been forwarded to me. Please delete her email address and all other email addresses you hold for my firm from your database
1018,ConnectLater,We are in the middle of a migration to Shopify. 
1359,Deactivated, Noah. thanks for reaching out. At the moment this is not sometng we need help for
2268,ReferredSomeone,I have included our HR manager here.  She will be handling continuingeducation
1250,ConnectLater,will revert to you with the client details
1087,ConnectLater,This is not the right time. Perhaps email me again towards the end of Oct. Thank you 
2749,ReferredSomeone,Please be advised that Chris Allen is no longer with Steel Fabricators for your new contact person please see below:spotts@sfab.com
1218,ConnectLater,Thanks we are good for nowPlease email aithr@aitglobalinc.com for any HR concern  questions
2040,Deactivated,Thank you for your email We currently dont have a need for this role
2686,ReferredSomeone,I have forwarded your email to our TA team please connect with Mr. VilasTA - Lead  Email ID - vilaskulkarni@waycool.in
2585,ReferredSomeone,I am no longer involved in the business. My son is the one to contact. Joe@lawrencecovell.com. 
2571,ReferredSomeone,This person is no longer with Axon. Please update your contact info accordingly
1950,Deactivated,To match our business requirements we went ahead with ERP through a different partner. 
222,AgreedToMeet,Can we talk Tuesday 2pm to 3 pm
123,AgreedToMeet,Rosina Garrido rosina. garrido@globant.com
3871,Unsubscribed,I am not a purchasing agent. Please take me off your contact list. 
3190,SeekingMoreInfo,I already signed NDA before 2 months but still my requirement is notfulfilled
501,AgreedToMeet,Please let me know when we can connect for the further information. 
852,ConnectLater,SORRY AT THE MOMENT I DONT REQUIRE THESE SERVICES WILL CONTACT U IN FUTURE IF ANY REQUIREMENT ARISESTHANKING YOU  AWAITING YOUR VALUED REPLYORMROYAL PALMS OFF AAREY MILK COLONY RDMUMBAI 400065INDIAwww. weightronixcontrols.comwww. solar-systems.co.in
938,ConnectLater, We use an internal recruit and thus they will reach out if required to external recruiters
4408,OutOfOffice,I will be out of the office Tuesday December 1 through Friday December 4. I will respond to your email as I'm able. Thanks. -Ryan
2149,ReferredSomeone, thank you for your message. I am no longer with Temenos please direct your enquiry to Bijumon Jacob at bijumon. jacob@temenos.comThe information in this e-mail and any attachments is 
412,AgreedToMeet,Thanks for reaching out. The opportunity sounds very interesting. I recently left my BD  Investment Director position at a solar PV  storage developer and am currently in the middle of negotiations for Partner  Investment Director positions with two funds that are being established to invest in similar assets so this is right up my street. Please find my CV attached and happy to discuss further. Tomorrow after 3pm or any time on Thursday works well for me 
907,ConnectLater,Thank you so much for your mail. We will come back to you if any need in future. Thank you and stay safe
3560,SeekingMoreInfo, SilvaHope you are doing well and sound. My apologies for not getting back to you earlier regarding the subject role which  had sent it initially. I was very busy with the workload and for that reason could not connect with you. I am really interested in this role and would like to know more about the company and their current project in the pipeline. Please see the attached my current CV as you requested. If you need anything else then please do let me know. Hope to catch up with you soon. 
757,ConnectLater,Not at the moment perhaps next time well inform you. 
3078,SeekingMoreInfo,Im sending attached my proposal. 
1732,Deactivated,Thank you but Im not interested at this time. Please remove me from your sales list. 
1642,Deactivated,We are not interested at this time. 
3778,Unsubscribed,Thanks Adam but we have no interest. Please can you remove me from your mailing list
745,ConnectLater,I shared this with TA and they may reach out to you if required
1935,Deactivated, I am not looking for alternative work at the minute as I have moved inter-company to a new department recently. Thank you for the email however 
2861,ReferredSomeone,Thank you for your email. I am no longer working at VitusVet. For matters relating to VitusVet please contact Mark Olcott via email at molcott@vitusvet.com
593,AgreedToMeet,That fine
1855,Deactivated,Thanks for getting in touch this wouldnt be something wed look at right now. Appreciate you reaching out. 
3962,Unsubscribed,Please stop emailing me Adam. I am not interested
2115,Deactivated,Thank you for contacting me. Im am now no longer with the business. 
1892,Deactivated,We have a large finance team and are not looking for any assistance at thistime. 
161,AgreedToMeet,9167701969Call after 12:00 noon
2544,ReferredSomeone,Thanks for the email Moving from work email to personal. Im interested learning more can you send over the JD and Company so I can see if were aligned and then we can perhaps have a call
2279,ReferredSomeone, thank you for the message but the scope of activity matching the candidates expertise is not any longer under my responsibility. 
1367,Deactivated, Thanks for your mail but we arent interested in getting new business forthe near future. We are too busy as it is. Diarmuid. 
1646,Deactivated,No thank you .  Were not interested at this time.  If we have a need in the future well be sure to reach out
3442,SeekingMoreInfo,Thank you kindly for your email and explaining your program to meNowadays i am doing little India travelling so perhaps you mightrecommend some of your sister programs in Europe. 
3045,SeekingMoreInfo,I do have requirement for 2 Interns in the Customer Support team who are willing to work in evening shift. The candidate should have good networking knowledge and should have done their BE along with some networking course. Please let me know if you can help us here with this requirement. 
1891,Deactivated,I appreciate you follow up  We are not in manufacturing and do not have any immediate need of the mentioned scope of services
3739,Unsubscribed,Junk
898,ConnectLater,Im afraid this candidate isnt the right fit for our current vacancies
1902,Deactivated,Thank you for your mail and interest in working with Supriya Lifescience. Tushar Mehta retired from the company two months ago. We do have a complete finance function headed by a CFO. Currently we do notsee the need for any external service support. 
1328,ConnectLater,This is a computer generated email. your email had been successfully received and will be subject for review and evaluation
4520,OutOfOffice,Thank you for your message. I am out of the office this morning and early afternoon and checking email only intermittently. For anything urgent please text me at 646 712 3037 otherwise I will respond later this afternoon. 
249,AgreedToMeet,Let us arrange a call on Saturday for a discussion in which all my partnerswho are also copied will attend the call
4699,OutOfOffice,"Thanks for writing in. 
Have taken the day off. 
Will be back in office on Monday 14th December. "
580,AgreedToMeet,Sure we can connect on Tuesday at the same time. Please share the invite
1620,Deactivated,Thank you for your mail. We are a SaaS company ourselves and are in thebusiness of building and selling productivity and performance improvementproducts for front-line teams. We use a combination of Behavioural Scienceand Machine Learning to achieve our objectives. I am not sure there is a possibility of us taking on the responsibility ofa software reseller for another company in the same domain softwareproducts  technology - such as Integrum. 
4369,OutOfOffice,Thank you for your email  I am currently out of office on long leave. For HR related queries please write to ind. hr@qualys.com and to ind. recruiter@qualys.com for recruitment related queriesRina Singh
410,AgreedToMeet,Plz call me on 9321138383
4074,OutOfOffice,"I am out of office from Dec 28 2021 - Jan 04 2021 and would have limited or no access to emails. Pls reach out on my phone for anything urgent during this period. 
Pls expect a delayed response. "
2250,ReferredSomeone,I am currently transitioning my role. Please direct all of AE related mail to our CIO Raj Madanraj@advisorengine.com raj@advisorengine.com
1958,Deactivated,No thank you this is not something I am interested in. 
914,ConnectLater,I am currently very busy at work and because I get so much email I can no longer read all of my email. So you cannot count on me to read your email unless you take further action. See some instructions below
2718,ReferredSomeone,"Mr. S Selvaraj has retired from the services of the Company and he is replaced by Mr. Praveen Pathak whose mail id is Praveen. Pathak@royalsundaram.in,Praveen. Pathak@royalsundaram.in. "
1796,Deactivated,Not interestedThanksKind 
2706,ReferredSomeone,"I am no longer with MTAP Technologies and unfortunately I can no longer answer your email. Please direct all future inquiries to Rakesh Reddy at rakesh. reddy@mtap.in ,rakesh. reddy@mtap.in. He will be happy to assist you"
4114,OutOfOffice,"I will be out of the office and unable to return emails until Monday 9/28. 
Thanks and have a great week
Mike"
637,AgreedToMeet,. for details call me whats is the hr management business . . . I have afranchisee office . . what is required establish ments. . . What is the workHow to workWhat is the income planHow much investmentSo kindly attached details for 
2906,ReferredSomeone,Thank you for your email. I am no longer at i2i my last day was 212. Please contact Bill Keyes i2i Chief Growth Officer at bill. keyes@i2ipophealth.com with any questions x96 he will be happy to help you
4697,OutOfOffice," I am on vacation from 10-12 thru 10-24. Please contact Jeremy Burt jburt@govelocit.com ,jburt@govelocit.coma if this is time sensitive. "
2663,ReferredSomeone,"Steven Wexler is no longer working for iEARN-USA. Please direct any technology inquiries to Jennifer Russell at technology@us. iearn.org  , technology@us. iearn.orga. You may also contact her at 212-870-2693 ext 4922"
1494,Deactivated,We dont need this service as of now
4747,OutOfOffice,I am currently on vacation until October 24th and replying emails slowly.in urgent matters you can call me or send me an SMS
3196,SeekingMoreInfo,Share our profile for reference and record. 
178,AgreedToMeet,Sure Ashish. Glad to connect with you. Let me know when we can connect for a quick call to have an introductory call. My available slot is between 3 PM - 5 PM on Thursday and 2 PM - 4 PM on Friday. 
2249,ReferredSomeone, Thank you for your email. My last day with Cadwell will be Friday July 9 2021. I will be monitoring and responding to emails through then. After that please contact the appropriate department. ulliPurchasing: purchasing@cadwell.com purchasing@cadwell.comaliliInternational Support: international. support@cadwell.com international. support@cadwell.comaliliU. S. A. Supplies Accessories and Electrodes: supplies@cadwell.com supplies@cadwell.comaliliU. S. A. Application Support: applications@cadwell.com applications@cadwell.comaliliU. S. A. Hardware Support: servicedept@cadwell.com servicedept@cadwell.comaliliAccounts Payables: apinvoice@cadwell.com apinvoice@cadwell.comaliliCustomer Invoices and Billing: billing@cadwell.com billing@cadwell.com
3908,Unsubscribed,Not interested please stop contacting me have a great day
3145,SeekingMoreInfo,Thanks for reaching out. Do you provide consultant in India
2490,ReferredSomeone,Thanks for your email. Please note that my email has changed from old shivangi. malhotra@skootr.in to new shivangi. malhotra@skootr.com  I will no longer be using the old email ID. Please update my contact information in your address book  direct your messages to my new email address. Best 
2295,ReferredSomeone,As a part of rationalisation of mailing addresses your mail has been auto forwarded to sanjay. tapriya@uniworldsugars.com. For all future communication please use  sanjay. tapriya@uniworldsugars.com as the official email address. 
1513,Deactivated,Thanks for your email  follow up however Im not exploring to tie up withnew agencies at the moment
4389,OutOfOffice,Im on vacation between October 15th and October 24th with limited accessto email. If you need immediate assistance please contactsupport@funnelleasing.com support@funnelleasing.com. 
3540,SeekingMoreInfo,I am reaching out in reference to your email conversation with my colleagueAvril regarding our digital marketing offerings. 
3480,SeekingMoreInfo,I have had a lot of people reach out  to me offering similarservices. I would first love to know the cost of your programI look forward to hearing from you
2721,ReferredSomeone,Thank you thats not for 
3563,SeekingMoreInfo,Hope this email finds you in good health. We are delighted to forward  from NITK to invite Applied AIConsulting to take part in the placement season of NITK. National Institute of Technology Karnataka being the 2nd best NIT inIndia is one of the prestigious institutions of the Nation bagging 10thposition in Engineering NIRF ranking has been successfully accomplishingits vision and mission in nurturing young minds for the industrialchallenges. We request your good self to allow us to prove our capability in youresteemed Organization by conducting a campus drive for the M. Tech batch of2020-2022 for relevant departments at NITK. Visit the Institute website 
2385,ReferredSomeone,My new email id is asingh@tatapower.comKindly use this id for all further communications. 
2404,ReferredSomeone,I am no longer with GetFPV.  Please send your request to eting@getfpv.com or if this is not GetFPV related please find me through Linkedin Facebook and the channels you and I already established. 
2034,Deactivated,Im not interested. 
944,ConnectLater, We are not in need of any legal services at this point. Will contact you incase we have any requirement in future.  
4157,OutOfOffice,I am on leave with limited access to emails so expect delay in my revert.in urgencies pelase speak to Mrs Samiksha Bhogale on 91 22 26115106 or mail to samiksha@magnamious.com
599,AgreedToMeet,We already have a techno legal consultant as well as legal consultant onboard for requisite services as of now. For any further discussion you can call me on my no 9769760171 next week preferably Tuesday
2275,ReferredSomeone,"as of March 6 2021 I am no longer working at Roosevelt Hotel. If you have questions about outstanding invoices please send an email to Acctpayable@rooseveltnyc.com,Acctpayable@rooseveltnyc.com. "
1653,Deactivated,No  I am not in the position to do this. Sorry about that. 
3802,Unsubscribed,Adam this is not of interest for me so please stop sending me emails. 
285,AgreedToMeet,Yeah send it over. 
1592,Deactivated,Thank you but I am not interested. 
2776,ReferredSomeone,Thank you for your email I have moved on from CBRE. Please contact the following in relation to recrutimentGlobal Local Director: Theresa O BrienDCS: Eleanor MeadLOCAL UK: La FaciEnterpise Accounts: Louise Frier or James PainePJM: Lauren GladstoneCentral EMEA  Ireland: Rachel HughesCentral Functions: Emily MillsKind 
1815,Deactivated,Thanks for your mail Priyanka. Already confirmed as of now not requirements. Will come back to you if Ihave any query in future. 
1928,Deactivated,dont send reminders to us. we will get back to you
3136,SeekingMoreInfo, Can you share the detailed  brochure.  
3332,SeekingMoreInfo,I am looking for Automation and Backend Contractors with six monthsduration. Can you help me with the same
922,ConnectLater, no need of your services currently but I will bare you in mind for thefuture
4617,OutOfOffice,I am out of the office Friday July 3rd through Monday July 6th (returning Tuesday July 7th). I will be checking email intermittently and will respond to your inquiry at my earliest opportunity. 
4293,OutOfOffice,"I'm currently out of the office returning Wednesday Sept 9th. I will have very limited access to my email until my return. If you need immediate assistance please call our HQ at 1-855-901-5050 or email cliff@pmrcc.com or chrysten@pmrcc.com. 
"
2685,ReferredSomeone,Thank you for your email. I am no longer with PreEmptive. You can contact me at my personal email or phone. For PreEmptive related matters please see: 
2735,ReferredSomeone,Thanks for your below communication regarding services offered by SIS. Would like to inform you that we had already interacted with SIS for security services however we  would like to explore further for other services too. May  please interact with Mr. Sudhir Dhamija  9810264004 or undersigned for future communications
681,ConnectLater,I am good
3543,SeekingMoreInfo,I will be away starting Monday August 2nd through Monday August 9th. During this time I will have very limited access to my emails. Please direct any urgent matters questions or product orders to our Straumann Customer Service Department - 800 448-8168. I will respond to all messages upon my return on August 9th.  Thank You. Colin Duffield
4642,OutOfOffice,I am OOO on leave I will be back in the office on Friday 18th Sept
2748,ReferredSomeone,"For any Hosting Services related questionsissues please contact either Chris Walker  chris. walker@circlek.com,chris. walker@circlek.com Global or Arkadiusz Kobuszewski Arkadiusz. Kobuszewski@circlekeurope.com,Arkadiusz. Kobuszewski@circlekeurope.comEurope"
780,ConnectLater,Thanks  for reaching out. Currently we are not looking out for such CFO services. Should in the future we decide we will get back to you. 
2001,Deactivated,However our company is still on Covid Pause until 2022 with no plans forimmediate future. 
4009,Unsubscribed,I watched the video but Im afraid the tech doesnt suit the way we work. 
1132,ConnectLater,We will get back once we are interested to explore your services please. 
4561,OutOfOffice,I am currently traveling for business so my responses may be delayed. 
1202,ConnectLater, Currently I dont have any idea to proceed thistraining. Sure let you know if I need in future. 
2507,ReferredSomeone,This is to inform you that Ms. SalviHR Executive has left GOEX FREIGHT SOLUTIONS PVT LTD  effective 31st Jan 2021. Until a new employee is assigned to the position his responsibilities will be covered by Ms. Bhakti Paritkar. If you have any questions please contact 8380090267. 
3376,SeekingMoreInfo,Please share your resume so i can check and revert you on the same
2445,ReferredSomeone,Thank you for your email. I am currently no longer with the company. If you need assistance please connect with the following iniduals. Digital Payments - Criscitiello Carolyn F carolyn. criscitiello@santander. us
3941,Unsubscribed,Thanks for your emailsI am not an ME specialist and its not really an area that appeals to me. Doncaster is a long commute also. 
603,AgreedToMeet,Thanks for your mail. You can give me a call to know more about youroperations. 
