,Category,Response_preprocessed
1979,OutOfOffice,Thank you for your mailI am on planned leave between the 6th and 8th of October. During this time I will have limited access to mails. 
2025,OutOfOffice,Thank you for your email. Please expect delayed replies as I will be traveling for internal business meetings from Oct 12-13. Ill reply as soon as convenient. 
2829,ReferredSomeone,I have retired from the San Francisco Airport Commission. If you need assistance please contact Chris Arrigale at 650-821-5026. 
3702,Unsubscribed, These services would not be helpful for us as we are not a manufacturing company. I am not familiar with any of the tools or services you have listed below. Please remove me from your mailing list. 
3418,SeekingMoreInfo,Please share your number so we can discuss this in detail.  
3370,SeekingMoreInfo,I am interest in your company but I have not toomuch money toinvest. If you have any other way to start the business then please let meknow. 
2284,OutOfOffice,I will be out of the office for paternity leave until further notice. If you need immediate assistance please contact Russ Alton atruss. alton@mortgagehippo.com 
226,AgreedToMeet,SureMay be on Wednesday sometime during 2nd half IST time zone pleaseThanks  
3894,Unsubscribed,No Im sorryI get so many of these. Please do not send
1300,Deactivated,NOT INTERESTED. Best 
1222,Deactivated,Not really my area. Our Director of People Development would be better placed but I know she is happy with current provision. 
2855,ReferredSomeone,Thank you for your Email. Treg Gilstorf is no longer an employee of Yaskawa Motoman Robotics. Your correspondence is very important to us and your email has been forwarded to your new contacts Jeff Magnuson  Lee Obringer for reply. Please send all future correspondence to jeff. magnuson@motoman.com andor lee. obringer@motoman.com
3240,SeekingMoreInfo, guys I havent received any draft contract yet. Have you sent it
31,AgreedToMeet,Please call our Marketing team at the Corporate office. 
1398,Deactivated,Thanks for reaching out. Were not interested at the moment
1509,Deactivated,This is not of interest to us thank you. 
1626,Deactivated,Not at this time
2677,ReferredSomeone, Mr Neeraj has left the organization
986,ConnectLater,Thnku
2519,OutOfOffice,Thanks for your email. I am currently recovering from sickness and am back to work partially this week. I may not be accessing emails or teams all the time and hence please expect a delay in a response to your email. Please text me on teams or mobile for any urgent queries or support. 
2428,OutOfOffice,I am currently on leave and am unavailable to respond to emails. 
3239,SeekingMoreInfo,What is the cost
2282,OutOfOffice,Thank you for your email I am currently away from the office until 15 December and will respond to all emails as soon as I can. 
868,ConnectLater,I will get to your email ASAP. 
2746,ReferredSomeone,Thank you for your e-mail. Lori Chambers is no longer with the organization. Your e-mail has been re-directed to Heather McCarley for assistance. think
169,AgreedToMeet,U can reach me by next week  Monday @10. 00am 
3595,SeekingMoreInfo,We have a position i would like to be serviced for mumbai. Please ask concerned recruiter to connect . 
650,ConnectLater,As of now we are not adding any more Consulting partnersWould get back to you in future when we have requirements
2278,OutOfOffice,Thanks for your email. Im currently on maternity leave. 
2806,ReferredSomeone,"Thanks for your mail. following up on your email below Rachna has advised me to connect you with Siva Emani. You may reach out to him at siva. emani@se.com , siva. emani@se.comThanks"
2236,OutOfOffice,I am away on parental leave and will return to work on November 1. Please contact Edward Sinjorgo edward. sinjorgo@ey.com  Yogesh Shete yogesh. shete1@gds. ey.com for Supplier Ecosystem Services support. 
2340,OutOfOffice,Thanks for your email. I am on medical leave this week. I will get back to you when I return to work. 
304,AgreedToMeet,So I have set up my zoom account real quick you can therefore go ahead andput up a zoom meeting. 
541,ConnectLater,Right now Im just following you from a distance - you guys seem to bedoing great work :- Im not in charge of our sales but I might reach out. 
2866,ReferredSomeone,"Thank you for your email.  As of 932021 I am no longer working at Wesley.  Please contact your new IT team contact if we were working on a current project.  Otherwise please call 206-824-5000 and ask to be put in touch with the new VP of IT. Jesse DykshoornVP Information TechnologyPhone: 206-870-1270Email: JDykshoorn@WesleyHomes.org,JDykshoorn@WesleyHomes.orgwww. wesleychoice.org"
66,AgreedToMeet,Thank you for your response. nice to e-meet you. You can reach me at 9821618384
1066,ConnectLater,We are going live on Magento 2 in the next week or two.  All covered. 
3095,ReferredSomeone,This address was replaced please forward all and future communications to:rolando@myiss. netThank you
741,ConnectLater,Thanks for you emails and much appreciated for contacting me. I have not decided on visiting your place yet due to financial reasons. However if ever I am able to decide and I am comfortable I will let youknow. 
86,AgreedToMeet,Apologies for delay in response. I would like to know more about your services. lets connect today @ 12:30. 
3522,SeekingMoreInfo,Thanks for following up. I am based remotely out of California. Is thisopportunity accommodating of that If not I think it may not be the rightfit at this time. Let me know. 
1661,Deactivated, We are not interested and further communication is unwarranted. Thanks for keeping away from sending mails. 
1619,Deactivated,Not interested. 
2135,OutOfOffice,I am currently out of the office and will return Monday November 25th. 
3425,SeekingMoreInfo,I am reaching out in reference to your email conversation with mycolleague EmilyBellamy regarding our digital marketing offerings
744,ConnectLater,Thanks for your email. Im ok at the moment and not consideringnew opportunities. I will let you know if anything changes. 
2786,ReferredSomeone,Thank you for contacting Charlottes Web. We regret to inform you that Erin Bovard is no longer employed here. Please direct any future correspondence to dan. ukleja@charlottesweb.com
1585,Deactivated,Thank you for writing We are not looking for any services. 
3099,ReferredSomeone,I am not the right person. Pls connect Abhishek pandeyKind 
2831,ReferredSomeone,"Patrick Vanderhorst Patrick@playbacknow.com,Patrick@playbacknow.com is our director if IT and is handling our Magento migration project.  Feel free to reach out to him to see if he has any needs at this time. Matthew GaluckiBusiness Developmentmatthew. galucki@playbacknow.com,matthew. galucki@playbacknow.comMobile 404. 808. 5482Direct 800. 241. 7785 x1211"
2495,OutOfOffice,I will be out of the office on vacation beginning on Monday October 4th. I will respond to your email as soon as possible when I return to the office on Monday October 11 2021. I will not have access to email and only limited access to vmail during my absence.  I will respond to your emailcall when I return to the office. If you have an emergency please contact me via my cell phone
2,AgreedToMeet,Talent at Trell talent@trell. co
3410,SeekingMoreInfo, We had a telephonic conversation few minutes back. I am unable to find the Terms  Conditions we discussed in the call. Can you please send me the TC so I can reply with a confirmationAlong with the confirmation I will also share the JDs for the current openings we have. Thanks  
2029,OutOfOffice,"Thank you for your e-mail. 
I am out of the office for the holiday (returning Mon Nov 30) and will check emails only infrequently. 
Please anticipate delayed responses. 
Thank you
Peter"
2804,ReferredSomeone,Steve Hoge has retired from Medtronic.  Contact Wendy at wendy. a. frantsen@medtronic.com if you have questions
1050,ConnectLater,If request received from project will contact you  thanks for your support
1204,Deactivated,We do not need any further information as we have adequate resources. 
271,AgreedToMeet,please introduce me. 
1333,Deactivated,I had read the past emails that you sent me. However I am currently doing an internshipSo I dont want to do another internship
1306,Deactivated, Im no longer contactable on this email address. 
145,AgreedToMeet,Lets discuss  BestRashmi9824716596 
3062,ReferredSomeone,I no longer work for City  Guilds Group. For all enquiries please contact Cath Pert at Catherine. pert@cityandguilds.com
3722,Unsubscribed,Please remove me from your mailing list please excuse any typos
1664,Deactivated,We dont need help at the moment
450,AgreedToMeet,Yes I will be interested. May be some time next 
2606,ReferredSomeone,Effective August 12th please send all e-mails to Tom Ballowe at tballowe@bohlingsteel.com
3214,SeekingMoreInfo,HeyJust out of curiosity why did you reach out to me
975,ConnectLater,Thanks for checking in Alexis Currently not looking to make any transitions of this nature at this time. 
2670,ReferredSomeone,PLEASE NOTE THAT MR SANDEEP HAS LEFT SERVICES OF OUR ORGANIZATION W. E. F 1ST JULY. HENCE PLEASE CONTACT HIM DIRECT AT HIS CELL NUMBER C C GIROTRA 
2110,OutOfOffice,Im out of office until Monday so will get back to you then. 
3402,SeekingMoreInfo,Have not heard from Sumit Desai yet. 
3735,Unsubscribed,Spam remove
2158,OutOfOffice,I am currently on annual leave until Monday 1st November. For anything urgent please contact michaeld@donaldson-timber. co. uk
1877,OutOfOffice,"Thank you for your email. I am out of office on annual leave from 16th August to 26th August 2021. 
I will reply to you once I join back my office. "
3158,SeekingMoreInfo,View this post on the web at 
638,ConnectLater,I called to speak to you  Deepika said youre not in the office. Docall me when you are back in the office. 
3309,SeekingMoreInfo,Anand please take this forward. 
1054,ConnectLater,Thank you for your email.in view of some unforeseen circumstances I amunable to start this franchise opportunity at this point in time. Howeverin case of any change in circumstances I will definitely revert to you andhopefully take advantage of this opportunity if it is still available atthat time. Thank you once again for your time and consideration. It was apleasure interacting with you. 
1231,Deactivated,No unanswered questions thanks . 
566,ConnectLater,Thank you for your email and apologies in the delayed response. At thismoment in time it isnt something that we would be looking to explore but Iwill certainly keep your details if that is to change in the future
2069,OutOfOffice,I am on compliance leave and won't be accessing emails. 
1121,Deactivated,Thanks for your note but this is not of interest for us
372,AgreedToMeet,Feel free to use 
2200,OutOfOffice,I am currently out of office. There will be a delay in my response. 
2687,ReferredSomeone,Thank you for your emailI have moved on from magicpin. Please direct your emails and queriesto hr. team@magicpin.in the concerned PoC will review your email andget in touch with you. 
1295,Deactivated,No thank you
3482,SeekingMoreInfo,Please share the contact details of Bhumika we will connect with her. 
829,ConnectLater,I have no positions at the moment thank youKind 
157,AgreedToMeet,Ya I would be 
3853,Unsubscribed,OFFICIALunsubscribe
1936,OutOfOffice,I will be out of the office Friday 9/4/20. I will Return on Monday 9/14/20. 
3941,Unsubscribed,No thank you. Please remove me from your mailing list. 
1796,OutOfOffice,I am on vacation and back to work on 23rd November. Responses shall be delayed. 
2952,ReferredSomeone,Thank you for your email. I am no longer employed by Public Health Solutions. Please direct messages to Lauren F. Hay at lhay@healthsolutions.org
423,AgreedToMeet, Let us know when we can have a call tomorrow before 2:00 PM. 
238,AgreedToMeet,Thanks for the mail. Yes you can call me in 918870682285. 
2474,OutOfOffice,I am currently on PTO until Wednesday October 6th. For technical questions or assistance please contact Trevor Bhawanidin at tbhawanidin@cendyn.com. For any operational questions please contact Ryan Greene at rgreene@cendyn.com
2845,ReferredSomeone,Pl contact my Lube engineer Mr. Arun : 9865899266
2066,OutOfOffice,I am OOTO Ill response once i am back. 
3116,ReferredSomeone,Sorry I missed you. Please forward all requests to Jim Powell Director of Operations at jim. powell@cgtower.com. He will follow up with you as soon as possible. 
3159,SeekingMoreInfo,Pls let me know tariffs for 2 nights for a detox programme at Atmantan
554,ConnectLater,Thank you for your emails we do not currently have any requirement for this candidate.in future please can you address your emails to me and Ill pass on to the relevant Director. 
199,AgreedToMeet,Could we either do before 1200 or after 1500 pleaseC. V attached
1987,OutOfOffice,I am on leave on 22nd Oct21 . Hence there will be a delay in replying to your mail.in case of urgent matters please send a message. 
3676,SeekingMoreInfo,Thanks for reaching out. Dipali is no longer with the organisation and Itake care of the same role. I went through your offerings and they look interesting before we get on aweb call i am interested to know the following   - What solutions do you have for LD in technical capacity   - You have performance management but do we have something on talent   management   - Do u offer Learning content also   - WIll you be interested in exploring opportunities if we support you   with the training content. Will be looking forward to hear from you. 
1330,Deactivated,Thank you for reaching out. We are currently not interested
2098,OutOfOffice,I will be out of the office with limited access to email from December 21 - January 2. 
2870,ReferredSomeone,Please be notified that Mr. Harkesh Kumar harkeshk@mindagroup.com has left the organization and is no longer a part of Uno Minda family. For any communication related to him please be in touch with Mr. Brij Mohan Sharma bmsharma@mindagroup.com until further information from our side. 
3365,SeekingMoreInfo,We are globally present in Dubai UK US Malaysia Saudi Arabia Indonesiaand a few more. Would this system be suitable for us
1297,Deactivated,Many thanks but freelance is not of interest
2895,ReferredSomeone," I have left Fiit for the next few months. brbrPlease direct any queries through to Tomas Mitkus - a href,tomas@fiit. tv ,tomas@fiit. tva"
2643,ReferredSomeone,Please connect with Mr Sameerk 
2017,OutOfOffice,I'm away on personal leave today  'I' would have no access to emails. PIs expect delay in response. 
2816,ReferredSomeone,Thank you for your email. We are pleased to inform you that we have re-branded ourselves as EffiGO. You can now email me at lakshmi. gadiraju@effigo.in. Request you to update the same in your address book
3430,SeekingMoreInfo,Kindly share the email address of Mr. Wasudev. 
3739,Unsubscribed,Sorry this is not my area of responsibility. No further emails please. 
2703,ReferredSomeone,"I am no longer at the University of Kansas. If you are contacting me about KU IT business please redirect your inquiry to Chris Crook ccrook@ku.edu,ccrook@ku.edu and Alex Wong alexwong@ku.edu,alexwong@ku.edu. "
3609,SeekingMoreInfo,Thanks for reaching out. I would like to understand more from you onCompensation Benchmarking ServicesCan you provide more context about this serviceimage
1278,Deactivated,we are not in need of your services. 
1573,Deactivated,Nicole no longer works here.  Were not a target for you.  Dont add me to any lists. 
3796,Unsubscribed,You need an UNSUBSCRIBE button at the bottom of your messages
1758,OutOfOffice,I am out of office
818,ConnectLater,I have received the information in case of requirement I will contact you. 
1239,Deactivated,NOT INTERESTED. Thank you. 
4042,Unsubscribed,I see your emails every 3 days. But I am not the right person to contact since I am not sure what hiringyou are referring to I work for a very small company based in India now. So please stop following. 
2047,OutOfOffice,"Thank you for your email. 
I am currently Out of Office for Business Meeting. During this period i will be having no or limited access of mails & calls so you can expect delay in response"
3745,Unsubscribed,please remove - thanks
2097,OutOfOffice,I will be out of the office on vacation until Monday October 25th. During this time I will have limited access to e-mail.in my absence please contact Ian Osborn on any Stryker Medical related queries and Allen Sheane on any Stryker Neurosurgical related queries
2854,ReferredSomeone,As of September 14th our company name has changed to Firstup. As a part of this exciting transition our email addresses have changed as well. My new email address is now firstname. lastname@firstup.io 
3445,SeekingMoreInfo,I dont see any commercials here. Can you please share more details on the same Thanks. 
3244,SeekingMoreInfo, Thanks for your mail we are looking for panels to help conducting interviews. Please let me know if you can help us. 
3329,SeekingMoreInfo,Please find below Teams and conditions of our recruitment proposal. 
3845,Unsubscribed,I am not Snehal. Pls stop sending such emails. 
282,AgreedToMeet,Below are my coordinates. Do feel free to get connected anytime between 10am to 6 Pm tomorrow. We shall discuss. 
2166,OutOfOffice,Im out on leave. Please access the attached hyperlink for an important electronic communications 
3255,SeekingMoreInfo,Please share a demo video
99,AgreedToMeet,Ok . . do  you  call  me. . . 91 6282318506
3580,SeekingMoreInfo,Please share more details to take this ahead. Our office space is about 5000 sft x2 floors  both centrally air conditioned with AHU. Our factories have many such closed space working and we would be more than interested if there is a viable and proven solution. 
1588,Deactivated,Thanks for your email - but its not for us. 
3998,Unsubscribed,Please STOP. 
2453,OutOfOffice,  thank you for your message. I am on maternity leave until April 2022. 
707,ConnectLater,Attached a case study  success story of Metro Cash  Carry for which I am the SPOC from TX SIS Side. TrustThis suffice the requirement. Please revert in case for any additional clarifications. Will check and share some more cases shortly.   
1740,OutOfOffice,"I am on leave from 12th to 19th Feb 2021. 
During my absence kindly contact my colleagues Priyanka/Savitha for any support. "
1605,Deactivated,Apart from Steve Webster done get on money nowhere near market. 
3927,Unsubscribed,Sorry but not interested for now. Pls opt me out of email
3606,SeekingMoreInfo,Thanks for reaching out to me. I did speak to you about our concernregarding the investment part since we are operating from a tier 3 city andplan to empower rural economically challenged women entrepreneurs. If you could rework on the investment part as a special case then I thinkwe can start onboarding plans with Talent Corner HR Services. . Please do give it a kind thought and help. Best 
1511,Deactivated,Neither our central HR office is at our Letchworth office and details on the web site. 
2564,ReferredSomeone,Effective June 18th 2021 Barings Multifamily Capital has become Newpoint Real Estate Capital LLC. Terry Laughlins e-mail address has been changed from Terry. Laughlin@barings.com to Terry. Laughlin@newpoint.com and your e-mail has been automatically forwarded to the new address. Please update your records to use the new e-mail address
2160,OutOfOffice,"
I am currently out of the office. I will be checking my emails when I get the chance but it will take me longer than usual to get back to you. 
Should your matter be urgent please contact The Recruitment Network HQ on 0844 272 8990 or support@therecruitmentnetwork.com and one of the team will assist you in my absence. 
Otherwise I will respond to your email as soon as I can. 
"
3379,SeekingMoreInfo,Kindly share the details for further discussions. 
1110,Deactivated,Sorry but your emails has gone to spam. And if you have done your homework well you understand that a company like VPFuture is so small that services like yours are not usefull from the way of use money. So Im not interested in this moment. 
388,AgreedToMeet,Yes setup call @5. 30PM
2627,ReferredSomeone,After April 2nd 2021 I will no longer be employed at Seco South II Inc. For imediate assistance call 727-536-1924. or email Rodney Owen at rodney@secosouth.com
660,ConnectLater,As of now We dont have any such requirement. I will let you know if any in future. 
3814,Unsubscribed,Please remove me from your email list. 
11,AgreedToMeet,Thank you for showing interest in partnering with Accenture. Rohan will reach out to you by next week to have a quick prelim connect and understand your capabilities in detail. Thanks  
405,AgreedToMeet,Do you want to see what availability you have at your end on either Thursday or Friday this week for a call and let me know. 
698,ConnectLater,We are not hiring currently in this year. 
1557,Deactivated,Thank you for your mail. We do not require this services currently
135,AgreedToMeet,Can we set up a call today
3599,SeekingMoreInfo,Is this email to me also AI writtenI dont believe there is a correct : Anyway: it is interesting and I would be happy to learn more. 
956,ConnectLater,Thanks  
482,AgreedToMeet, AndrewThank you for your response. I dont think my VOIP can call Azerbaijan. Do you have Skype or perhaps I can call you via zoom tomorrow
3789,Unsubscribed,Please stop emailing me. We are not interested in your services. 
336,AgreedToMeet,Would love to Plz call whenever comfortable Thanks  
3417,SeekingMoreInfo,The contract has been updated please check. 
2194,OutOfOffice, I am currently out of the office today. If you need immediate assistance please email osc-mgt@byu.edu or contact Sherwin Harris at 2-9322 or Jason Renfro at 2-8020. Thank you and have a great day Mark Morrell Director of Customer Service and Support BYU Office of IT
2220,OutOfOffice,"Thanks for your email. 
I'm currently on annual leave / back 7th September. I will be checking
emails periodically but if your email is urgent please send me a text. "
98,AgreedToMeet,Sorry for the delay. My Head of Digital had resigned. So we have now built a new SEO team. Besides have been going through a mess in my personal life. Hence took me so long to get in touch with you. I have returned to work and the team is ready too. What would be a good time to connect
2184,OutOfOffice,I am currently out of office until Sunday 20th September with limited access to emails. 
61,AgreedToMeet,Can you please give me a call to discuss  Your number below doesnt seemto be working. 07590487308
974,ConnectLater,Sorry for the quietness from this end. All kinds of stuff going on. working a step at a time. there is no questionthat we will use your services should we move in that direction. . . will be in touch up ahead. 
1391,Deactivated,Not of interest thanks
2293,OutOfOffice,Im currently away on annual leave and Ill be returning to work on Monday 11th October.in my absence Chris Stephens will be managing ongoing enquiries please contact him directly on the details provided below. CHRIS STEPHENSDIRECTORT: 07841 114 468E: chris. stephens@harbourneassociates.com
904,ConnectLater,Thanks for trustKklinks@rediffmail.com
283,AgreedToMeet,We can do this end of the year.  Ketan I want to follow up on my previous email to see if we can add value. Would you be interested in setting up a call for more information 
1513,Deactivated,Sorry Anna we do little structural steel. 
2713,ReferredSomeone,Tim Smith has retired from the American Library Association effective May 5 2020. Please contact Sherri Vanyek Director of IT or send email to help@ala.org. 
2300,OutOfOffice,"I will be out of office and will return on 15 September 2021. For urgent matters kindly contact me on my mobile or my team; Jeffrey / Thana. 
"
2577,ReferredSomeone,I am no longer working in ABINBEV. ARIBA queries should reach out to Keshavan Gopal keshavan. gopal@ab-inbev.com for support
1104,Deactivated,Thanks for the second reach out on this but not really interested at this time or is this my direct involvement. 
1761,OutOfOffice,I will be out of the office Friday 12/13 and Monday12/16. 
2281,OutOfOffice,I will be OOO on Holiday returning on Tuesday October 19. During this time I will have no access to emails and limited access to phone. 
3605,SeekingMoreInfo,Hope you got time to go through the brochure. If you have questions we will be happy to help you let us know if we canstart by next week. 
2856,ReferredSomeone,Thank your for your email. I am unavailable to respond to your email. Please contact gpascale@capitalcaring.org for any questions or assistance. 
1666,Deactivated, Myself looking after maintenance in limestone mines. 
3885,Unsubscribed,Please remove this email from you mailing list
2258,OutOfOffice,I am not at work on Friday September 18. 
1787,OutOfOffice,I am currently out of the office. I will return on Monday September 14 2021. If you need further assistance please contact Joe at 517-639-7080 or email him at joe@eabfab.com. 
1427,Deactivated,We did full implementation of Safe Agile framework wch includes design thinking as first part of lifecycle for every feature and epic that we work on. So unfortunately OAB will not be interested. Thank you for reaching out. think 
1931,OutOfOffice,I will be out of office for PTO from Tues. 9/8 through Fri. 9/11 with little access to email. I will return on Monday 9/14. 
1673,Deactivated,Appreciate your interest towards WT. However we partner with WPP approved vendors
3280,SeekingMoreInfo,WHAT I INTEND TO DO TO MOVE AHEAD
433,AgreedToMeet,Thank you confirmed. 
3175,SeekingMoreInfo,Do you do staffing for offshore clients
929,ConnectLater,ApplicantThank you for showing interest in discovering new opportunities with us. Your information is safe with us. A member of our recruiting team will personally review your application. If you are a potential match for one of our open positions we will be in touch. If we dont have the right role for you now dont worry well keep your information on file for future opportunities.in the meantime get to know us better by connecting with us on social. LinkedIn: 
3390,SeekingMoreInfo,What is the company called and what is primary role civils Etc
693,ConnectLater,thinkApologies on the delayed response tngs have been a tad hectic to say the least. We are OK currently so will decline at the moment however if we are in the market to look for someone then we will be in contact. 
1366,Deactivated, We do not have any such requirement. 
564,ConnectLater, I will get back to you
3539,SeekingMoreInfo,I am reaching out in reference to your email conversation with my colleagueSheetal regarding our Social Media  Content Management. 
3182,SeekingMoreInfo,Im writing to learn more about how your team currently manages the images videos and other digital assets that you create and collaborate on in your role as a Manager Marketing at Pinterest. 
84,AgreedToMeet, Thanks for connecting with please block my calendar for telephonicdiscussion at 12:30 Pm today. 
3451,SeekingMoreInfo,Thank you for your application email. For quick response upload your applicationsprofile in our official website
3293,SeekingMoreInfo,Sorry whos this. I dont remember sending any mails to you. So what is it regarding Orion CarsOperation TeamMumbai. Maharashtra India 
539,ConnectLater,As mentioned previously Im the  person to go to for any recruitment needs in the Qld office. At this stage we dont have any open vacancies but I will reach out if that changes in future
2896,ReferredSomeone,Thank You for your email.  Sam Carlino is no longer with Minshew Brothers Steel as of May 26 2021  Please direct your inquiries to the following contacts:Estimating tom@minshewsteel.com 
3168,SeekingMoreInfo,I have gone through your website. Since it is headhunting I think expertise is unrestricted in terms of domaingeography. What are the levels either in terms of GradesDesignations or Compensation offered for a position that you restrict yourselves if there is any. 
893,ConnectLater,Thank you for your application. Within 2 weeks the Consultant will review your profile and get in touch should your experience fits the clients requirements. 
727,ConnectLater,But currently we are already associated with some vendor. Not looking for changing or new addition. I wil come back to you in case I will have any requirement in future. 
2435,OutOfOffice,I am currently out of the office. Please contact Sharon Karsten if you need assistance. 
664,ConnectLater,Thank you for writing to us. We will respond to you shortly. 
867,ConnectLater,Thanks for sharing.  Giving a good thoughts after watching such videos. First I saw in YouTube mentioning he is from Kochi Kerala. But afterlistening I understood he is from Trichy in Tamil Nadu. May be someone can correct it to maintain the reputation of talent cornerby avoiding small errors. Thank youSiju
1445,Deactivated,Thanks but no thanks
3428,SeekingMoreInfo,Thank you Fatima Please share your requirements
1081,ConnectLater, I dont want to waste your time. I already have two iniduals that I want to hire. However we are in a holding pattern due to explosive growth and cash flow. Maybe in 6 months I will be in a better position to hire.com 
2510,OutOfOffice,I will be away starting Monday August 2nd through Monday August 9th. During this time I will have very limited access to my emails. Please direct any urgent matters questions or product orders to our Straumann Customer Service Department - 800 448-8168. I will respond to all messages upon my return on August 9th.  Thank You. Colin Duffield
3330,SeekingMoreInfo,  We have a requirement of 50 Java resource with 4-8 years experience. JD is attached. Let me know how you can help us close this. 
1620,Deactivated,Thank you for contacting us and offer your services. Unfortunately we are not interested in the services that you offer. 
1342,Deactivated,We are no  required  manpower and  Security is own our company
941,ConnectLater,Thank you for your emailsWould definitely love to come there in the near future
695,ConnectLater,Currently there no requirementsWill get in touch if something comes up . 
2148,OutOfOffice,TThanks for your mail. I am on annual leave until 14. October 2021If you need urgent assistance you are more than welcome to call Smith  Nephew office 45 45 80 61 00 or send me a text 45 28 43 43 87 and I will get back as soon as possible 
3101,ReferredSomeone,Thank you for your message.  KCI is now part of 3M.  I will be immediately matriculating to my 3M email address.  Please send messages to bcesparra@mmm.com
1219,Deactivated,Our Group is essentially a Trading Organisation and there is very littlemanufacturing. We are based in Oman. Your services may be of limited value to us. 
2632,ReferredSomeone,If you want to do business with the federal reserve you should go to our web site xwww. federalreserve. gov and search cdoing business with the federal reserve
1394,Deactivated,Thank you for the offer we are not interested
2645,ReferredSomeone,Thank you for your message  I am no longer with PrairieCare however inquires can be directed to the following peopledepartments:For IT Technical issues or needs please contact Teresa Titus Director of Information Technology.  ttitus@prairie-care.com
1637,Deactivated,We are all good thanks  no need to keep chasing. 
3422,SeekingMoreInfo,We have already given an order for filtration on approx 30K oil at our siteto your esteemed organization and this work may start from tomorrow onwards. I am very much occupied with my working load over here and hence notattended any seminar conducted by you. And I will be much more busy in thecoming 2 months as our unit capital overhauling will be executed. Thank youvery much for your mails. Please send any PPT or docs which I can read inmy leisure time and have some ideas. Thanking you
3566,SeekingMoreInfo,Thanks for reaching us kindly share us the Proposal Docs so that we can take it a head and start discussions. Thanks  
174,AgreedToMeet,Can we set up a discussion with your senior leadersp to discuss the specific candidates we are looking for. I think a discussion can help us focus on the specific niche skills we are looking for. xbd hour would be ideal. I will invite my Lead Consultanthis - Jason and Paul Taylor. 
87,AgreedToMeet,aAh totally the same for me 4 Emmas at school - why I ended up as little Em grr How funny. Good to be on a wavelength already. Would 7th or 8th October work for you I just cant do midday on the 8th currently otherwise free. Look forward to meeting you. 
141,AgreedToMeet,Yes I am interested. Lets schedule a call. Please call me on 9653629281today anytime around 1:30 PM to 2:30 PM
1485,Deactivated,Not really interested. 
899,ConnectLater,Now not deciding for BDV kit if we required call later
1246,Deactivated,Thank you for your persistence . Work has been a little busy however we are not looking to hire anyone at the moment. 
1776,OutOfOffice,"Thank you for your email. I will be out of the office until Wednesday October 28th and will have limited access to email. I will get back to you as quickly as I can. If you need immediate assistance please contact Cindy Ash cash@techproviders.com
Thank you"
3959,Unsubscribed,STOP SENDING E-MAILS I AM NOT INTERESTED
1913,OutOfOffice,Thanks for your email. I am travelling on 20th-21st October 2021 and will have intermittent access to my emails thus responses would be delayed.in case of urgency please SMS me or you may contact Ekta Doshi for AR and Sunny Singh for Procurement. 
138,AgreedToMeet,Will go thru your brochure can we connect at 3 pm today 
847,ConnectLater,This is In discussion please bare with us 
1145,Deactivated,Based my reviews and analysis  I am not willing to get the Franchise
2074,OutOfOffice,2nd Oct is a public holiday and i'm on leave on 5th Oct. Please expect a delayed response. 
3697,Unsubscribed,Please stop 
344,AgreedToMeet,Thank u snehal
3548,SeekingMoreInfo,. I have filled the google form. Please let me know if there are any updates. 
4022,Unsubscribed,Unsubscribe me please
464,AgreedToMeet,We are not looking for recruitment solutions as we are managing itinternally. However we can certainly connect to discuss other speciality areas. I amavailable next week WednesdayFriday at 12 PM for a Google Meet call. 
1808,OutOfOffice,"I am currently on PTO and may not be able to revert to your email
immediately. Please expect a delay in my response. "
3194,SeekingMoreInfo,If this opportunity is without investment  deposit So I will accept. 
1469,Deactivated,We dont have a need in this area so I dont believe a conversation would be fruitfuL
2557,ReferredSomeone, I am no longer at Wellways so for any IT Operation issues please email David Berry Smith dberrysmith@wellways.org. 
1405,Deactivated, I have moved to a new job so will not need your services. Thank you for reaching out anyway
1420,Deactivated,Im all set with my safety risk assessment tools. 
1437,Deactivated,We are a Pharmaceuticals manufacturing company  not a healthcare service provider. Hope your services may not be relevant to us. 
4056,Unsubscribed,Please do not contact me again. If I need your services Ill reach out toyou
228,AgreedToMeet,Yes please arrange a call back. Thanks
3346,SeekingMoreInfo, TeamPlease share your quotation. 
224,AgreedToMeet,Let me know how we can forward. 
793,ConnectLater,I have no questions. 
2235,OutOfOffice,I'm on a business trip in California. I will be checking emails periodically. 
1932,OutOfOffice,Am in the US and on the East Coast. Hence please allow for any delay in responses. If urgent please reach out to bhavana. iyengar@egonzehnder.com
149,AgreedToMeet,I would be happy to have a chat with David.   Thursday would be a  to take a call. My number is 01539 877137 
1813,OutOfOffice,I will be out of the office traveling on business Monday October 4th through Wednesday October 6th.  I will respond to your email shortly.  If you need immediate assistance please contact Jennifer Holmes at j. holmes@gwccnet.com
2413,OutOfOffice,"Thank you for your email
I am on leave until Dec 8 2021 please expect a delay in my response. "
49,AgreedToMeet,Got it
1341,Deactivated, Thanks for the interest but not currently looking to move 
2581,ReferredSomeone,Thank you for your email but I have now left the business. Please ensure you get in touch with one of the contacts below who will be able to support. For Client Queries - Paul. Norfolk@ashbury. global 
381,AgreedToMeet,Yes you can give me a call tomorrow at 1pm for a quick chat 
1393,Deactivated,Good to hear from you. I did receive your email communication. However weare not in position to avail your services at this time. 
536,ConnectLater,We currently only have a very tiny SQL Server database that is used by a 3rd party application.  We do not maintain any other databases.  Therefore we currently do not have a need for your services nor do I expect we will at any time in the near future as we wouldnt have a reason to setup any other SQL Server databases on premises. 
