,Category,Response_preprocessed
518,OutOfOffice,"I am out of office this week and next. Can we schedule some time for week
after next? I am based in US PST time zone
Thanks,
Amit"
421,OutOfOffice,I will be on vacation starting September 5 and returning September 14. My emails will be checked or you may call Lynn @ 570-323-9494 ext 237
1569,ConnectLater,"At present we don‚Äôt have any requirements.
If we have something in future will contact you ..
Thanx for your support and guidance"
859,ReferredSomeone,I am no longer with Eaton. Please reach out to Ryan Johns for assistance.
12,SeekingMoreInfo,Thanks can you share some case studies & demo videos ?
2046,OutOfOffice,I am out of the office through January 2. I will be checking email through the holiday but my responses will likely be delayed.
2800,OutOfOffice,"Thanks for your message. I am currently out of the office and will return on Monday September 21st. Feel free to call me or text me on +336 08 47 62 20 if anything is urgent.
Thanks
Maxime"
371,ConnectLater,"Thank you for contacting CanMar!
We appreciate your business and look forward to connecting with you soon.
Thank you."
388,ConnectLater,"Thanks for the details but as of now we are not looking to such services.
Be rest assured if the need arises I will contact you."
2621,OutOfOffice,I am currently out of the office. Please contact Sharon Karsten if you need assistance.
419,Unsubscribed,No thanks. You can take me off your list.
1493,Unsubscribed,Unsubscribe
1711,OutOfOffice,Thank you for your email. I'm on leave today. Anything urgent please liaise with my colleague Nur Farah Nadhirah via email or skype.
2100,OutOfOffice,"Thanks for contacting me.
I am out of the office Tuesday, December 22 through Friday, December 25. I will have limited access to email and will respond to your message as soon as possible."
3141,SeekingMoreInfo,plz reconnect.
1566,OutOfOffice,"Thank you for your mail!
I am on vacation from 05.11 to 12.11 and 13.11 and 16.11 is bank holiday in Pune, please expect delay in responses.
I will reply to your emails when back at work on 17.11."
3158,OutOfOffice,Thank you for your email. Im currently out of the office until Monday 26th July. Please email the I.T Helpdesk helpdesk@tenpin.co.uk or call if the matter is of an urgent nature on 0333 009 6887.
1731,OutOfOffice,ÔªøI am out of the office and will respond to you on my return
937,Deactivated,"Thank you for your email.
HBF is in the middle of a massive Transformation project at the moment so we are not in a position to take on anything new at the stage.
All the best.
Deb"
2009,ConnectLater,"Greetings!!
Thanks for sharing details, incase of any requirement, our HR team members will get in touch with you."
493,OutOfOffice,"Thank you for your message. I am currently out of the office and will return on Oct 13th. If the matter is urgent, please call or text 774-420-9758"
2559,OutOfOffice,"Hello. I'm out of the office until Monday. I'll check messages and respond to anything urgent as soon as possible. Thanks, Thad"
3005,OutOfOffice,Thank you for your email.I am out of the office until 09. August.During this period I will have limited access to my email.For immediate assistance please contact helpdesk@commerze.dk Otherwise I will respond to your emails as soon as possible upon my return.
637,OutOfOffice,"Thank you for your email. I am not in office today.
For all urgent matters please contact Janice Bradford at janice_bradford@skyservice.com
Otherwise I will respond to your emails upon my return on Monday sep 21
Thank you"
427,ConnectLater,"Hi and thanks for your enquiry to the team here at Humankind.
We wanted to let you know that we have received your email and one of our team will be in contact with you before the close of business tomorrow. If you've emailed over the weekend, we'll do our best to get back to you before the end of Monday."
2432,OutOfOffice,"I am Out of the Office until Monday, November 30th, with somewhat limited access to e-Mail and Voicemail, but will be checking daily. Please contact Ed Conant at Ed.Conant@Tecomet.com or (603) 626-3139. If this is urgent, call my mobile phone at (513) 404-1586. I will respond as soon as possible."
1307,ConnectLater,"Thank you for your email.
We are now CLOSED due to CORONA-VIRUS.
Back in September ....
Please note that although active in other business sectors,
Neto Recruitment Agency mainly specialises in the provision of job placements for the CATERING, DOMESTIC, CLEANING and CONSTRUCTION industries.
Looking forward to helping you.
Kind regards,"
2986,OutOfOffice, I am currently traveling and have limited access to e-mail.  I will get back to you as soon as I am able to.  If you are in need of immediate assistance please reach out to the proper channel listed below depending on your question ..Thank youDustin LedouxIT DirectorBlueSprig Pediatrics
304,AgreedToMeet,"Dear Preshita,I can pay only portal fees and start working with you. if you
are agree than tell me."
2577,OutOfOffice,"Thanks for your e-mail.
Due to personal exigency currently I am away with limited access to phone and emails. My responses may therefore be delayed.
Please text me in case of any urgent issue."
908,OutOfOffice,"PTO till 31st Dec. Responses will be slow.
Pl msg @ 425-614-6599 if anything needs immediate attention."
408,ConnectLater,"Hi Sathya ‚Äì as of now we are not working with any vendors. I will let you know if we see a spike in our demands and once we decide to outsource demands to partners.
Regards"
3032,ReferredSomeone,We are already working with Talent Corner. You may check with Victor. 
715,OutOfOffice,"Thank you for writing in. I am out of office until Jan 11th 2021. I
will respond to your email once I am back on Monday. For anything that
cannot wait, please contact isaac.kimani@samasource.org
Regards
Surabhi"
980,OutOfOffice,I will be out of the office 11/30 through 12/4. If you need immediate assistance please contact our Support Center at 866-330-7060. Otherwise I will return your email promptly upon my return.
1441,SeekingMoreInfo,The timing is suitable for us. Will send you a meeting invite for the same.
919,OutOfOffice,"I am currently out of the office, returning on January 2, 2020.
Happy holidays!
Leanne"
1306,OutOfOffice,"Hi - thank you for your email.
I am currently out of the office. I will be checking my emails when I get the chance, but it will take me longer than usual to get back to you.
Should your matter be urgent, please contact The Recruitment Network HQ on 0844 272 8990 or support@therecruitmentnetwork.com and one of the team will assist you in my absence.
Otherwise, I will respond to your email as soon as I can.
With my thanks and best wishes,"
87,Unsubscribed,"Who is Peter? There is no Peter in our company.
Please stop spamming our mailbox.
Thank You"
2713,Unsubscribed,We are not interested.
1648,Deactivated,"My company is very small company, less than 5 people. We are more into Management Consulting, not sure how this will help me. Also I provide consulting to a India based company which is in Azure Consulting www.remotextensions.com <http://www.remotextensions.com>
Hence I did not connected with you earlier. If you want some kind of partnership with Remote Extensions, I can connect you with CEO of RXPL."
512,SeekingMoreInfo,"Apologies for not getting back to you on Christmas day.
I am currently running the centreline C inspection on a GT26 in Ireland at the moment, and am looking to hire 200 GE FSE's for the work to be performed in Q2 2021.
I now run my own rotating machinery consulting business, working mainly for the energy sector and am going into my fourth year now.
Unfortunately I don't know anyone to git the role but good luck in your search.
Best Regards Andrew¬†"
109,SeekingMoreInfo,"Thank you for your e-mail / application.
We will revert back to your enquiry in due course.
If your e-mail is regarding a job application, we will review your CV within 7 days and contact you should your qualifications meet the requirements of any vacant positions that we may have.
Please note that if you have not been contacted within 7 days then it is fair to assume that due to a number of possible reasons your application will not be pursued further in this instance.
We will, however, retain your details on our database and contact you with any suitable opportunities in the future.
Passionate about construction? Follow our company page on LinkedIn to be kept updated on the latest industry news: https://www.linkedin.com/company/linum-consult/
Regards"
679,ReferredSomeone,"Thank you for your mail and I have forwarded to our technical department for further action.
Regards
Raghavendra Rao"
2042,OutOfOffice,I am on Personal Leave till 31st December 2020.
1724,AgreedToMeet,I'd like a trial please.
2527,ConnectLater,Thanks for your email but I will pass on the opportunity for a chat at the moment.
3107,OutOfOffice,I am now out of the office until Monday 9th August 2021.I will be checking my emails so if the matter is urgent I will endeavour to respond apologies if it takes a little longer than normal. Please do not forward emails to one of my colleagues I will be able to do so and to the relevant person if necessary.Kind 
2005,OutOfOffice,I am on PTO today. If this is urgent please call my cell at 847-800-2613.
1826,ReferredSomeone,"I wanted to inform you that I have changed my primary email address to hitesh_panchal@shinryosuvidha.co.in . Please update my contact information in your address book and direct your messages to my new email address.
Your messages are important to me, thanks for keeping my information up to date."
397,OutOfOffice,"I am out of the office until Thursday.
If this relates to an unsubscribe, contact privacy@1105media.com.
If this is a technical issue with our sites, e-mail Shane Lee at slee@1105media.com.
Otherwise I'll respond to your e-mail when I return."
1273,OutOfOffice,"I will be out of the office Monday, September 14th through Friday, September 18th. If you require immediate assistance, please contact Renee Smith at renee@moseleytechnical.com or 256-880-0446 ext. 302.
Thank you,"
3143,Deactivated,Sounds a great job one that I would have relished but I have decided toretire. 
2627,OutOfOffice,I am not in office today and will have limited access to mails. I will respond to your mails on my return on November 23.
2116,Deactivated,We are not hiring at this moment?
661,AgreedToMeet,Sure
2269,ConnectLater,"Hope you are good and safe. I am following your emails but Right now we
don't have any planning for oil purification because we had done it in last
october . I will refer back to you when we plan for this and surely
consider your quote.
Stay home and stay safe.
Thanks and Regards
Preetam tiwari"
3045,OutOfOffice,I am out of the office July 12th through the 16th and returning on Monday July 19th.  If you need immediate assistance please contact Jim Maksut at jmaksut@ufpt.com.
3002,OutOfOffice,Due to unforeseen circumstances I am away from the office.  Your email has been forwarded in my absence.If your matter requires urgent attention please contact the office on 07 3281 2489 and speak with one of my staff.Apologies for any inconvenience.Mark Andersen.
1781,OutOfOffice,I will be out of the office from 9/8/2020 and returning 9/14/2020.
1461,OutOfOffice,"I am out of the office for the U.S. Christmas holiday, returning Monday, December 28.
If you need immediate assistance during my absence, please contact Steve B. Otherwise I will respond to your emails as soon as possible upon my return. Thank you for your message."
2612,Deactivated,"I work in the Finance department.
Dont know how useful I can be for recruiting"
2248,Deactivated,We are not looking for any right now. Thanks.
1856,OutOfOffice,I am out office through January 9th. I will be delayed in my response.
678,OutOfOffice,"Thank you for your email. Am on personal leave from December 11 - 15. During this time i have intermittent access to emails hence expect delay in response.If anything urgent please call me on my mobile phone.Apologies for inconvenience this may cause.
Apologies for inconvenience this may cause."
1557,OutOfOffice,"Thank you for your mail.
I am on personal leave on 11th & 12th June, 20. Please expect delay in response during this time.
In case of any criticality, please text me on my handphone."
821,ReferredSomeone,Thank you for contacting Vinformax Dimension Technology PVT LTD. We regret to inform you that Amit Anand is no longer employed here. Please direct any future correspondence to Varadarajan Seetharaman at varadarajan@vinformax.com.
2008,ConnectLater,"Sorry but we are not interested right now.
We will contact you for future requirements.
Thanks"
2288,Unsubscribed,Please stop emailing me. Thank you.
978,Deactivated,"I am not interested.
Thx"
302,ConnectLater,"Thank you for your message. Your message has been received in our general email inbox. We will respond or route your message as soon as possible. If you are experiencing technical difficulties, you can contact the Tech Coach directly using the information below and they will be happy to assist you."
2079,OutOfOffice,Thank you for your message. I am currently out of the office with limited access to email.
1869,SeekingMoreInfo,"Yes, I received your mail.Please let me know your agenda for setting up the call."
1621,OutOfOffice,"I'm away on personal leave today , 'I' would have no access to emails. PIs expect delay in response.
My Sincere apologies for any inconvenience caused.
Upcoming Out of Office: 5th October, 12th October, 28th to 30th October"
21,OutOfOffice,"Thank you for your email. I am currently out of the office until 6/22/2020. If you need anything in the interim, please reach out to Jamie Richardson at jrichardson@sandata.com<mailto:dtocco@sandata.com> or at 516..484.4400 x4163. Have a great week!"
1105,SeekingMoreInfo,"We have an opening for IT positions
Dot net profiles - We have 25 open positions
Let me know if you can support us"
3176,OutOfOffice,Im out of the office today through Monday 5242021 on bereavement.  If need immediate assistance please call me at 248-701-1374.  Otherwise I will respond to all messages as quickly as possible.Have a great rest of your day.KindlyJennifer GavinRegional Vice President x96 Great Lakes RegionT 248.701.1374E jennifer.gavin@adeccona.commailto:jennifer.gavin@adeccona.com
498,OutOfOffice,"I am currently out of the office and will return on September 21, 2020."
2837,ReferredSomeone,"Hello! Thank you for your message. I am no longer employed at Vulcan. If you need assistance, please contact Lorri Nealy at LorriN@vulcan.com"
3016,SeekingMoreInfo,Could you please share the details of your organisation and what all skillsdo you hire for
634,OutOfOffice,"I'm currently out of the office for the Thanksgiving holiday and may not be checking email. I'll get back to you as soon as I can after I'm back in the office on Monday, 11/30.
Best,
Kim"
1958,OutOfOffice,"Hi, Thank you for your mail.
I am on leave. Will not be accessing mails."
2947,OutOfOffice,"Thank you for your mail!
I am on leave from 29th Dec'20 to 8th Jan'21. I will reply to your mail on 11th Jan'21 onward."
2068,Unsubscribed,No thankyou. Please remove me from your mailing list
1684,Deactivated,"Thanks for the mail. Being lock-down / covid days we are not looking for
new candidates.
Thanks and regards"
924,OutOfOffice,"I will be away on 12th & 13th October 2020, please expect delays in my reply.
For urgent matters, please WhatsApp me at my mobile."
1037,OutOfOffice,"Hello, I am on a part time schedule until end of June 2020. My working days are Monday, Tuesday and Thursday. I will respond to your enquiry as soon as possible on my next working day. Regards Melanie"
612,ConnectLater,"Thanks for sharing, will take a look over the weekend and get back to you,
let‚Äôs connect next week.
Otherwise hope you and your family is doing well,
Thanks,"
1515,Deactivated,"We are not in use of your product.
Thanks & regards"
3094,OutOfOffice,Thank you for your emailI am on holiday and will be back at the office at Monday the 9th of August.Best 
1983,OutOfOffice,I will be out of the office until July 6th with limited access to email.
3057,Deactivated,.We are not interested in any of the proposed candidates
2233,OutOfOffice,"I am currently out of the office, returning September 14th. Please allow a few hours for a response to emails and calls. For immediate assistance please call +1 330 562 1440."
128,Unsubscribed,Hi Aarti - I‚Äôm not interested at this time. Please remove me from your contact list.
2234,OutOfOffice,"I'm OUT OF OFFICE coming back on monday 21/september
During OOO I'll not have access to mails and phone calls."
2225,ConnectLater,"Currently due to covid-19 our plant is in lock down, so we will let you know our requirement after lockdown period ends."
1603,OutOfOffice,"Thank you for your email.
My office hours are MONDAY, TUESDAY & WEDNESDAY 9am to 5pm.
I will respond to your email upon my return to work."
2634,OutOfOffice,I am out of the office traveling on business. Thanks-Cheryl
1742,OutOfOffice,I will be out of the office Sept 7-9. All orders will be processed while I am out.
1096,Unsubscribed,"Copper Services is not in the scrap business.
Please remove me from your mailing list.
Thank you"
2121,OutOfOffice,"Happy Holidays! I am currently out of the office, returning on Thursday, January 2nd. During this time, I will have limited access to email/voicemail."
2475,OutOfOffice,"Thank you for your message. Today I am out of the office. I will respond to your message after I return, please accept my apologies for any inconvenience."
1019,ReferredSomeone,I think this is addressed to wrong person
1845,OutOfOffice,Currently i am on leave till 1st January 2021.
2126,ConnectLater,Sorry I overlooked my calendar. I am not available this Thursday. Pls suggest another date. Thanks
177,OutOfOffice,"Thank you for your e-mail. I am traveling for work and will respond to you on my return to office on 27th January. If there is anything urgent, please write to my colleague Anju Agrawal at anju.agrawal@tandfindia.com
Best wishes,
Anjali"
1917,OutOfOffice,I am Out Of Office. Hence there will be delay in response to your e-mails. Sorry for the inconvenience caused.
1249,Unsubscribed,No thanks. Please take me off your list
203,OutOfOffice,"Thank you for your email.
I will be back online on 15th Jan 2021
Regards
Krishna Potnis"
2840,OutOfOffice,"Currently out of office, returning 1/6/20.
Please note, Deloitte will be closed 12/25 through 1/1."
1365,Deactivated,"Currently we are working from home and project work is very slow and almost
in hold condition.
Right now for projects we don't have any requirement.
Furthermore we are working on our requirement."
3156,OutOfOffice,I am currently out of the office and will be returning Friday June 25th.  For immediate assistance please contact Brian Lasch at brian.lasch@onpoint-healthcare.com or by phone at 860 917-0964.  Thank you.Nate
1129,ConnectLater,"Thank you for your email.
I am currently not in a position to take up your offer. We will wor
together in the near future."
289,Deactivated,"Sorry to inform you that I do not deal with any of the tasks related to Oil Purification and Conditioning. Hence I can't provide any help in this regard.
Kindly refrain from further communication on this matter.
Regards.
Shobhit"
2966,AgreedToMeet, I have scheduled a call for tomorrow at 11 am UK time. 
2095,OutOfOffice,"I am currently out of the office. If you require immediate attention please call the Service Desk, otherwise I will reply at my earliest convenience."
159,AgreedToMeet,"Good morning!
Apologize for a delayed response here. Had a medical emergency at home so
could not respond.
Lets have a call today in the second half to understand the platform and
explore the business opportunity for us both here.
Can we have a call at 3 pm? Do let me know if the time is suitable.
Regards,"
2896,Deactivated,"Sorry, I am not interested."
2942,ReferredSomeone,"As of December 3, 2020, I am no longer with IAC.
Please direct your questions and requests regarding N.A. Supply Chain topics to Lucian Pop.
Please direct your questions and requests regarding N.A. Logistics topics to Greg Frazier.
"
2949,OutOfOffice,"Thank you for your email. I am currently out of office from Dec 23rd, with limited access to emails during this time. I will be returning to work on Jan 4, 2021, and will respond to your email at the earliest."
932,OutOfOffice,"I‚Äôm on leave and will be checking emails intermittently.
Cheers
Adrian"
2115,ConnectLater,Thank you for contacting Eton Bridge Partners Ltd and expressing an interest in our organisation. We will pass your details onto the relevant practice for them to review and respond to you accordingly.
1132,Unsubscribed,"Mike Mooney is no longer with Alanod Westlake Metal Ind.
We wish him all the best in his future endeavors."
1997,ConnectLater,I received your mail and if we have any such requirement at our end in the future i will contact you.
1414,OutOfOffice,"Thank you for your email.
I am currently out of office on account of the festival Holi and will return March 11. Please excuse any delays in responding."
2507,OutOfOffice,"I'm on annual leave and will be back to work on Sunday, 3rd December 2021.
The email response will be delayed hence kindly call / msg me on my mobile number if there is anything urgent.
Wishing you a Very Happy Holidays & New Year ahead!!
Regards,
Vivek Khandelwal
M# +971 552305712
============================================================================================================================ Disclaimer: This message and the information contained herein is proprietary and confidential and subject to the Tech Mahindra policy statement, you may review the policy at http://www.techmahindra.com/Disclaimer.html externally http://tim.techmahindra.com/tim/disclaimer.html internally within TechMahindra. ============================================================================================================================"
3033,ConnectLater,But currently we are already associated with some vendor. Not looking for changing or new addition. I wil come back to you in case I will have any requirement in future.
2615,SeekingMoreInfo,"Hi Tanvi , Can u send me details on my id ."
3103,OutOfOffice,I am out of the office through April 4th. You can contact support at support@gray.tv or call our hotline at 1-888-399-9790 if you need immediate assistance.ThanksLotte DunnDirector of IT OperationsGray Television
706,Unsubscribed,"Not interested. Please exclude my email from your mailing list.
Best Regards,
Avinash"
2014,OutOfOffice,"I will be out of the office for vacations from Jan-4th to Jan-15th, returning Jan-18th"
1039,Unsubscribed,I retired from Behr over 4 years ago.. Since then they were bought by Alter. I have no idea what‚Äôs happening there.
1183,ConnectLater,"Thank you for all your emails. However at the moment we are just adjusting ourselves to similar barcoding system that we have recently implemented.
If in the future we would need your services, we will be in touch."
1153,OutOfOffice,Thank you for your email. I am currently out of the office.
2758,OutOfOffice,"Thanks for your mail , I am on leave today , Your Email response might be delayed."
2398,OutOfOffice,"I will be traveling and in meetings November 12 through November 14 - please expect a delay in my response. If your matter is time sensitive, please feel free to call or text me on my mobile at 925-964-7280."
666,SeekingMoreInfo,"Sorry for the delayed response. Have been unwell.
Can you guys please share your mobile number?
Thanks so much Sourav. Regards"
251,OutOfOffice,"I am currently on leave, returning Mon 14 Dec. Please telephone me on +61 400 805 611 for urgent matters. Thank you."
2287,OutOfOffice,"I will be on vacation Monday 9/14.
I will respond to emails and cell phone messages @ 717-380-4008 as quickly as possible."
1545,ConnectLater,"At this moment in time we don‚Äôt require your companies services however if we do in the future then we will contact you.
Thank you."
1692,OutOfOffice,"PLEASE READ THIS MESSAGE CAREFULLY.
I will be out of the office on 10th April 2020 Due to Holiday for regional Festival(Good Friday) .I will not have access to e-mail during this period. All messages will be reviewed upon my return on 13th April 2020"
905,Unsubscribed,I don't know who you are ? i don't know why you are sending me the mails..please stop sending me mails
1985,OutOfOffice,Ôªø Thank you for your email! Ôªø I am currently away from office and will attend to your email when back.
3120,SeekingMoreInfo, Spoken to S Ganapathiappan  Mobile: 9940192322  he has requirement of 4 staff skilled category for Chennai  Tamilnadu . sgappan@amrep.inmailto:sgappan@amrep.in .Aside to Kiran  please get in touch for further action .DTSSPrabhat KumarDescription
1193,Unsubscribed,We don‚Äôt have any project for lube oil flushing and I can‚Äôt help you. Please stop sending emails to me.
544,SeekingMoreInfo,"Please get in touch with the correct person instead of sending cold emails.
Thanks.
Regards,
Ravi"
1913,OutOfOffice,Thank you for your email. I'm currently out of the office until May 4th. Please expect a delay in response.
3130,SeekingMoreInfo,Could you give available packages and respective cost.Thanks and with best 
2983,OutOfOffice,I am currently out of the office and will return on Monday May 10th. I will have limited access to email during this time.
2419,OutOfOffice,"I am currently on PTO until the 8th Sept. I will be checking my emails.
Sarah May can handle any queries
Please text me if urgent
Many Thanks
Carly"
1907,SeekingMoreInfo,"Hello Tanvi , What kind of services are these ?"
2804,SeekingMoreInfo,"Please send me a brochure and pricing to evaluate further.
If the features and price make sense, we can schedule a demo."
2324,OutOfOffice,I am currently on a business trip.
1652,OutOfOffice,I'm currently out of the office on vacation returning July 6th. If you need to reach me please call my cell:
2105,ConnectLater,"Due to lockdown currently we are unable to fix schedule, or our requirement."
705,OutOfOffice,I am currently out of the office and will return to work on the 4th January 2021. For all urgent requests please email it.helpdesk@mge.com.au.
1224,OutOfOffice,"I will be out of the office until 29Nov20 checking communications infrequently. If you need immediate assistance, please call 913-661-1662."
672,OutOfOffice,"Ladies and Gentlemen, I am currently out of the office until Tuesday, Sep 29th. If you required immediate assistance, please contact Ms. Alex Martinez (alexandra.martinez@alliancerxwp.com) or Mr. Rick Ferrari (Richard.ferrari@alliancerxwp.com)
Very Respectfully,
Landy Dunham
Sr Director, Training and Quality Assurance AllianceRx Walgreens Prime
(703) 975-0734"
1682,OutOfOffice,"Thank you for your email. Please be advised that beginning April 26, 2020, I will be out of the office for an extended period of time"
2367,OutOfOffice,"I'll be out of the office returning 8-31
Thanks be well and Safe
Bob Yant"
1860,OutOfOffice,I am currently on maternity leave.
1825,ConnectLater,"Thank you reaching out. We are not looking at any HR related services at H+K at this moment. However, should we have anything in future we will get in touch with you."
867,OutOfOffice,"I am @ my native place from 8th Dec to 11th Dec 2020. I will be working depending upon the need/urgency on 8th. 9th and 11th. 10th I am on full day leave.
Thanks
Ashoka"
2459,OutOfOffice,Thank you for email. I am out of office.
847,Unsubscribed,This user no longer works for PPG
1091,Deactivated,We don‚Äôt have requirement to outsource our payroll for now.
3147,OutOfOffice,I will be out of the office from Wednesday May 12th until Monday May 17th.  I will have limited access to my email during this time.  If this is an urgent matter please contact Leanne Darr at ldarr@trisourceusa.com.Thank you and have a great weekendLindsay
1443,OutOfOffice,"I will be out of the office Tuesday, December 1 through Friday, December 4. I will respond to your email as I'm able. Thanks. -Ryan"
2307,SeekingMoreInfo,"Apologies for late reply.
Kindly send your product specs and detail via mail. I would like to check usability at our end. We can arrange the call accordingly."
138,Deactivated,"Thank you for your email.
However, we already have engaged a Payroll Services and we are happy with
their services.
Thank you and kind regards"
325,ReferredSomeone,"Mr. Masamune Takahashi is no longer with Sumitomo Corporation of Americas.
Please send all business inquiry to Mr. Kenji Osato (kenji.osato@sumitomocorp.com) Ms. Peggy Armstrong(peggy.armstrong@sumitomocorp.com) and Mr. Naoya Karasawa (naoya.karasawa@sumitomocorp.com)."
553,Unsubscribed,Pls unsubscribe
2720,Unsubscribed,"I'm not interested in this opportunity.
Please
do not send me any further email."
2144,ConnectLater,"Thank you for your mail. We
Will reply as soon as."
2320,OutOfOffice,"Thanks for writing in. I am on personal leaves and have no access to emails. I will be back in office on 25th Nov so, kindly expect a delayed response."
2680,OutOfOffice,"I am on PTO Tuesday, July 7- Friday, July 10. I will return to the office on Monday, July 13, and will respond to your message at that time.
Please stay safe and healthy!
Laura"
1278,OutOfOffice,"I am out of the office until 04/01/2021.
I am currently out of office and would reply your message once I am back."
252,OutOfOffice,OutOfOffice
1433,OutOfOffice,"Thank you for your email. Omeda‚Äôs offices will be closed on Friday, May 8th for a company-wide personal wellness day. If there are any critical, operational issues that need immediate attention and cannot wait until Monday, May 11th please contact criticalsupport@omeda.com<mailto:criticalsupport@omeda.com>. Otherwise I will get back to you on Monday, May 11th. Thank you!"
2147,OutOfOffice,Thank you for your email. I will be out of the office through December 3rd and will return January 4th. Please contact Eric Kesslen in my absence.
1971,OutOfOffice,I will be out of the office on vacation Tuesday September 8th and Wednesday September 9th returning on September 10th. I will have limited internet access during the day but will reply to emails in the evening.
1538,OutOfOffice,"Thanks for sending an email my direction!
I will be out of the office Wednesday, September 9th through Friday September 11th with very limited access to email."
999,SeekingMoreInfo,"Sorry for the delayed response. My Head of SEO had a family emergency.
Let me know when can we schedule a call with you, me, and my team. Please pick any day/time of your choice. Any day works. Post 3 pm only.
Before we get on a call, we need you to answer 3 quick questions to make our call more fruitful:
1. What all are you currently doing in SEO?
2. What are the challenges you face currently?
3. What are your expectations from your SEO partner/us?
Please answer the above.
So. What day and time works for you for a detailed call to walk you through how we could help you?"
1417,OutOfOffice,"Thank you for your email!
I am on leave until Dec 8, 2020, please expect a delay in my response."
2669,OutOfOffice,ÔªøI will be away from the office until Tuesday 22 September 2020 and will only occasionally check my emails.
1163,OutOfOffice,I will be out of the office until Monday January 4th. I will be checking messages periodically. Thank you.
727,Deactivated,"We don‚Äôt outsource our recruitments.
Regards,
Zeeshan"
2755,OutOfOffice,"I‚Äôm currently out of the office with limited access to emails. If your enquiry is urgent please contact Liz.Lawson@queensland.com.
All other emails will be responded to upon my return Thursday 29th October.
Yours in email marketing greatness,
Gen"
1573,Deactivated,"I do not live anywhere close to Newmarket and at this time I am still employed with GE. This is only the second time I have seen an e-mail from you the first was early this morning when I logged on and now this one.
Hope you and your family have a wonderful New Year."
3114,OutOfOffice,Thank you for your email. I will be out of the office from 2108 to 0109 with limited access to emails.Please contact 0207 2689 300 if your query is urgent.Stewart McArthurEMEA DirectorYour message cannot be delivered
3050,OutOfOffice,.Please note  Friday is a Corporate Holiday I will be returning May 29th.
1927,OutOfOffice,Hi. i am on sick leave today. pls expect a delayed response
182,OutOfOffice,"Hello, I am out of the office and returning on December 30th.
Please reach out to Janissa Browne for all NBO related queries.
For questions pertaining to Living Benefits, please contact Cody Brown.
For all Privacy Breaches please reach out to Kevin Hilchey.
For anything related to RPA or Anchor Watch please contact Robert MacDonald
Best Regards,
Conor Feehan"
2193,OutOfOffice,Thanks for your message. I'm attending the Unisys global Enterprise Solustions Leadership Meeting this week so responses may be delayed.
1034,OutOfOffice,"I am currently out of the office.
Vacation
Sept. 17 & 18
Supplier Visits
Sept. 21 - 24
Vacation
Sept. 25
Supplier Visit
Sept. 28 - 30
My responses to email may be delayed.
I will be returning, Thursday, October 1st."
789,ConnectLater,"Welcome to atWork Australia!
We have received your email and we will respond within 24 hours.
Kind regards"
357,OutOfOffice,"Hi, I am not in office on 31st July as its a public holiday in Singapore, and I will have intermittent access to email, please call me on my mobile if there is any urgent. Thanks"
941,OutOfOffice,"Thank you for your email.
I'm currently out of office.
For urgent matters regarding the migration factory or migration planning please contact IMSD.Migration.Factory@tui.com
Your Mail will not be forwarded.
Regards
Kai Naber"
172,AgreedToMeet,"Apologize for the late reply, I‚Äôll be available today, any time after 13.00 PM Jakarta time.
I‚Äôd prefer teams or skype for the conversation.
Looking forward for the invitation
Best Regards
Dikha"
2882,OutOfOffice,"I am on PTO Dec 23 through Jan 1
Please, expect a delayed response. I will respond to your request when I return."
593,ConnectLater,"Thanks, it already managed by another agent . Shall reach out if I need any assist .
Regards"
469,OutOfOffice,"I‚Äôm on vacation until the 10th of august and I will not read email every day.
In urgent matters please call me on +46 708 250014.
Kind regards Peter Gille"
2971,ReferredSomeone,Thank you for your message. I am no longer working at World Animal Protection.In my absence you can contact Julie Lindblad-Thygesen Head of Private Sector Engagement at World Animal Protection at JulieThygesen@worldanimalprotection.orgIf you are trying to contact me personally please do get in touch via any of the following platforms:LinkedIn: Your message cannot be delivered
2509,ConnectLater,"Though I appreciate your follow-up, however we would need some time to come back to you."
3006,ReferredSomeone,This is to inform you that Ms. Malathi Vijayan is no more associated with the company. Request you to contact Ms. Nagamani A at nagamani@brigadegroup.com for any queries or assistance.
3137,OutOfOffice,I am currently out of office today with limited internet connectionsuntil Noon.During my absence please contact Diana diana@kassatex.comT
1647,OutOfOffice,"I am on vacation and will be returning on 11/09/2020. If you need something immediately, please reach me on my cell 469-247-7769."
2274,OutOfOffice,"I am on leave from 11 December 2019 to 30
June 2020 and will have no access"
164,OutOfOffice,"I am currently away from the office and returning on Tuesday, July 2nd, 2019."
1484,SeekingMoreInfo,"Sorry for the delayed response. Was unwell.
It was a long time ago. I‚Äôm not sure I remember very well. I think we did some Quora Question Answers for them. And maybe a few blog posts perhaps. It was a very long time ago.
Can you please share your mobile number to discuss this further?"
2839,OutOfOffice,"I am currently out of the office
Please contact Vicki Richardson, on vicki@theojamesrecruitment.com"
250,AgreedToMeet,ok
1084,Deactivated,"Thank you for your email, but we really don't require outsource payroll
service at this moment, thank you."
