,Category,Response_preprocessed
3492,SeekingMoreInfo,As discussed with you please find attached the google drive link for theneeded documents. 
3676,SeekingMoreInfo, Received with thanks your contact. Kindly request you to consult Petrotec  website and Social Media where you can see that Ocean Team Qatar is the Purity Solutions department and the leader of Oil Care Services in Qatar. Feel free to consult us to clarify any question. 
2826,OutOfOffice,Thank you for your email. Please be advised that beginning April 26 2021 I will be out of the office for an extended period of time
2741,OutOfOffice,Thank you for your email. I am currently on my maternity leave.in my absence please feel free to get in touch with Isha Khakhar onisha. khakhar@nykaa.com for Nykaa.com or Abhay Shah onabhay. shah@nykaa.com for NykaaFashion.com and NykaaMan.com. 
1484,Deactivated,Looks like this is an automated email. I have communicated to Aaks will get in touch with him by this month endly do not send any further emails. 
2437,OutOfOffice,I am out of office on leave until Monday 17th August. 
406,AgreedToMeet,Will go thru your brochure can we connect at 3 pm today 
58,AgreedToMeet,we would be very interested in having an interview of this could be arranged
3772,SeekingMoreInfo,What are your terms and commercials for contract staffing
2359,OutOfOffice,"Absence Alert
I will be out of the office on vacation from August 24 returning August 31 with little access to cell and email service. If this is urgent please call in to 519-672-7620 and ask for Bev who will in turn redirect your inquiry. "
891,ConnectLater,Thanks for your email. I will let people know in my network if they needyour services. Currently we are not looking for these services
1672,Deactivated,No thank youContact Number 07968005130
3524,SeekingMoreInfo,We would like to discuss the recruitment and staffing solutions that youare providing. Please let me know a good time for the same
416,AgreedToMeet,Please schedule a call for Monday 3 PM CEST. I think 30 minutes should be enough. 
598,ConnectLater,Thanks for reaching out. We are not looking for any new vendor empanelmentcurrently. Will get back in case of any future requirements. 
3578,SeekingMoreInfo,Thanks for all the updates. Attaching herewith my profile for your reference and records. With best wishesK. K. Desai  Bio-KKD-New14. pdf
3832,Unsubscribed,Pls remove me from your mailing list
3879,Unsubscribed,Please remove me from you list
2528,OutOfOffice, Thank you for your email. I will be out of the office October 14th and 15th most likely returning on Oct 18. Please use our great team for assistance:
3823,Unsubscribed, These services would not be helpful for us as we are not a manufacturing company. I am not familiar with any of the tools or services you have listed below. Please remove me from your mailing list. 
2725,OutOfOffice,"I am on a personal leave from 23rd Nov 20 to 31st Dec 20
I will have limited access to my phone and mails. 
Do drop me a Message and i would respond to it when i get access. 
In case of urgency you can get in touch with my senior Harish Kale on harish@fidelis.co.in

Nikhil Shah"
2451,OutOfOffice,Thank you for your mail. I am on vacation and will revert back after retruning to office. The information in this email is 
2396,OutOfOffice,I will be out of the office on 10/15. I will return your email at my earliest opportunity. 
27,AgreedToMeet,Please connect with our director Mr Aryaman Arora at 9710085254. 
1235,Deactivated,No unanswered questions thanks . 
2430,OutOfOffice,I am on PTO from Sept 29 thru Oct 1 and will respond to your email upon my return. 
26,AgreedToMeet,Please call me on below India number around 2 PM today. Thanks  
348,AgreedToMeet,It would help if you put the effort in to call me Jake rather than Karen
3337,SeekingMoreInfo,I think I already know Diana Davidson from her work with Energy Deck. Not sure the intro is valid. 
2626,OutOfOffice,I will be out of the office this week. I will have very limited access to email and cell phone. 
2055,MovedOut,I no longer work for the Cities Transformation Taskforce. 
2478,OutOfOffice,I am out of office please expect delay in response to your mail. 
962,ConnectLater,We are not hiring currently in this year. 
864,ConnectLater,I Khushbu lead the Talent Acquisition function at Sony India. Thanks for sharing your proposal and invite for discussion. However at present we are not empanelling any new recruitment partner and will connect with you in future if any such need arises. 
1210,Deactivated,thanks for the e-mail. Firstly my Christian name is Grayson. I am not and ME QS and I am based in Bristol. 
2911,OutOfOffice,Thanks for thinking of me. I'm on leave. Back Mon 21 Sept. 
2976,ReferredSomeone,". I have ended my assignement at NEVSPlease contact Veerappa Kaujageriveerappa. kaujageri@nevs.com,veerappa. kaujageri@nevs.com"
2864,OutOfOffice,"I will be on annual leave until Monday 2nd November. 

Daniel Flifel"
3971,Unsubscribed,Stop sending these emails. Otherwise I will have to report this as spam. 
3800,Unsubscribed,This is an automated message. Unsubscribe Cancel Stop
721,ConnectLater,Sorry got busy with work. Will review and revert
2281,OutOfOffice,Thank youfor reaching out. I am currently out of the office on sick leave. Please contact my supervisor - arturojay. tuazon@five9.com   925-206-3551 for immediate assistance and be well
1315,Deactivated,I dont think this message is for me. 
998,ConnectLater,Thank you for reaching out to us. We will surely connect with you  if required in the future. 
3603,SeekingMoreInfo,This is the 1st email i got it from you. So i am unaware of your previousemail. Thank you. 
1774,MovedOut,This inidual is no longer an employee of Barneys New York. No further information is available. Thank you.
655,ConnectLater,Due to some reason we can not participate in the tender so if weparticipate in future and required the equipment as you manufacture then wewill reached you. 
66,AgreedToMeet,Thanks for following up. Sure id appreciate a call to learn more of the services offered.   Couldyou kindly schedule a call on Saturday  the 20th February say about 15:30IST. 
1701,MovedOut,Jerry Sauber is no longer with Minnetronix Medical. Please contact Jeremy Maniak with questions or inquiries. Thank you.
340,AgreedToMeet,ok  go ahead. 
3181,Retired,I am retired
671,ConnectLater,Presently we are not looking for this solution we will keep it in our record for future reference and when need arises. 
2244,OutOfOffice,I will be out of the office until 9/8/20. I will be checking emails on a limited basis. If your need is urgent please call your branch office 
3447,SeekingMoreInfo,Thanks for reaching out. As of now we are not in need of support required on the development side. However I wanted to explore a possible collaboration with you since youare into custom software development for clients. I lead Partnerships atCometChat and we are quickly expanding our footprint by working togetherwith valuable development companies like yours. If you or yourclientsprojects require an in-app voice video text chat solution we canwork together. This is how it works. Technology Partner ProgramWe will give you access to our specially curated DevShop plan which issimilar to our premium offering for Enterprises absolutely free of cost. The only limitation will be that the max users have a threshold of 25users. You can deploy the CometChat apps for as many of your clients as youwant as your own offering we offer white-labelling. 
3034,ReferredSomeone,I believe you need to communicate with mohamed Mounier and Hazem Barka who you have been communicated first timeThanksKind 
2726,OutOfOffice,I will be traveling and in meetings November 12 through November 14 - please expect a delay in my response. If your matter is time sensitive please feel free to call or text me on my mobile at 925-964-7280. 
2919,OutOfOffice,Happy Holidays I am currently out of the office returning on Thursday January 2nd. During this time I will have limited access to email/voicemail. 
3781,SeekingMoreInfo, KimGood to see thar you liked the AI Sales Assistant software. We did not have enough time to discuss the next steps. As you said in the beginning your second company that helps clients to getsales done may find this useful. Pricing page is here:Lets start with one client of yours for a quarter and then you can see ifyou would like to expand it to others. I recommend you to go with 630 for 1200 contacts package for one of theclients. 
784,ConnectLater,Thanks Ashley for sharing your business proposal  we already having a cloud services  will keep you posted if any requirement comes up in future . . 
392,AgreedToMeet,While I have no idea how I got on to your email marketing I am glad I did. I would love to have a conversation with you to learn more about ProtoCloud. Full disclosure we are a custom software development company and we are commercializing a middleware that auto-generates graphQL APIs. Between the work youre doing and the work we are doingxa6we are freeing up almost ALL of the backend engineers timexa6this is more time for them to work on internal projects and skunk works ideas to help them move their companies forward faster. I dont know where ProtoCloud and Project Phoenix may fit together but I would like to explore with you. How does the first week of September look for you to connect
225,AgreedToMeet,Thanks . I registered fort e event today. Looking forward to it. 
2488,OutOfOffice,I am currently on Annual Leave and will return on Monday 11th January 2021. 
466,AgreedToMeet,Will call tomorrow after 10:30 am to discuss the opportunity further. 
2193,OutOfOffice,Thank you for your e-mail. From 2nd of November 2019 till 6th of November 2019 I have limited access to my e-mail. 
3379,SeekingMoreInfo,Where is the job 
1295,Deactivated,Actually we have our own recruitment team so unfortunately we can able to doany business with you sorry for the inconvenience .  
3704,SeekingMoreInfo,We have already given an order for filtration on approx 30K oil at our siteto your esteemed organization and this work may start from tomorrow onwards. I am very much occupied with my working load over here and hence notattended any seminar conducted by you. And I will be much more busy in thecoming 2 months as our unit capital overhauling will be executed. Thank youvery much for your mails. Please send any PPT or docs which I can read inmy leisure time and have some ideas. Thanking you
4161,Unsubscribed,no we dont need to schedule an appointment. Please delete me and our company from your list. 
719,ConnectLater,Thank you so much for your emails and sorry I am just getting back to you now. We are handling our recruiting internally and are set with our process and candidate flow at this time. I appreciate you reaching out and I will keep you in mind should our needs change. 
1419,Deactivated, Thank you for your email enquiry.  We are happy with our current suppliers however we would like to thank you for thinking of us. 
1495,Deactivated,At the moment we are not interested. 
4012,Unsubscribed,Not interest pls stop sending emails
2,AgreedToMeet,Thank you for your response. nice to e-meet you. You can reach me at 9821618384
1814,MovedOut,David is no longer with Propel Media. Please refer all emails to Dani Nabors dani@propelmedia.com
3314,SeekingMoreInfo,I am reaching out in reference to your email conversation with my colleagueShirsha regarding our digital marketing offering
3588,SeekingMoreInfo,what type work
1066,ConnectLater,I think its best you deal with Danny on this item. Thanks
2792,OutOfOffice,"Thank you for your mail
I am on vacation from 05. 11 to 12. 11 and 13. 11 and 16. 11 is bank holiday in Pune please expect delay in responses. 
I will reply to your emails when back at work on 17. 11. "
3695,SeekingMoreInfo,We would like to know more information on the same
2863,OutOfOffice,"I will be out of the office starting Thu 09/10 and be back on Tue
09/15/20. During this time I will have very limited access to my
email or text. "
3663,SeekingMoreInfo, Currently we are planning to hire few contractors at the earliest. Enclosed please find the JDs for your reference. Kindly let us know if you can support if yes please share the rate card. Feel free to call me in case of any queries. 
1206,Deactivated,We have a large finance team and are not looking for any assistance at thistime. 
1198,Deactivated,We arent looking for any remote interview services. We have our own VCtool. 
3248,SeekingMoreInfo,fees for Azure DevOps. 
992,ConnectLater, Thanks for reaching us but at this moment we are not looking for any hiring services. I will reach out to you once we would like to avail it. 
2009,MovedOut,Mr Yanero is no longer with Shuck Construction Co. 
231,AgreedToMeet,SureYou can call and discuss
947,ConnectLater,I doubt they would be able to afford me. Its likely not right position. Currently Im Director of Solar  Storagefor Huawei Ireland and fairly happy. Thanks for consideration. 
1690,MovedOut,Thank you for your email. This account is no longer active. Please contact the following instead:. Administrative inquiries - Mary Grace Velayo - grace@samco-uae.com
3844,Unsubscribed,OFFICIALunsubscribe
3735,SeekingMoreInfo,Thank you for your proactive note.  I see you are already like PeerIslands.io.  In your mind how can we both work together  Are you a staffing  placement company as well. 
1405,Deactivated,I am not sure why you are sending this to me I am utterly confused as I would not deal with any of this. We are also not a recruitment consultancy but a Flexible Working Job Board. 
2106,OutOfOffice, I am currently out of the office and return Monday 4 January 2021. 
2280,OutOfOffice,Thank you for your mail I am on leave  till 16th October 2021 and having very limited access to mailly mark the mail to Sangeeta madamsangeeta@apmosys.in and for any urgent please contact on this number9321975717 for your support
1539,Deactivated,This is wrong Sreejith
2585,OutOfOffice,I may be out of office. 
1940,MovedOut,"Damodaran Subramanian is no longer associated with Safran Engineering Services India. Sandeep Shivapuram is appointed as a new CEO for Safran Engineering Services India. s coordinates are:Email: sandeepkumar. shivapuram@safrangroup.com,sandeepkumar. shivapuram@safrangroup.com. Please get in touch with Sandeep Shivapuram for anything pertaining to Safran Engineering Services India. "
2613,OutOfOffice,I am out of the office this afternoon with limited acces to email. I shall respond to your message when I return to work on Monday. 
3798,Unsubscribed,Stop sending mail to me. 
3286,SeekingMoreInfo,Can you please send us you terms of business. 
969,ConnectLater,we dont use Salesforce.  Thanks anyway will let you know if something changes
2490,OutOfOffice,I will have limited e-mail access through 1/11. Please contact my assistant or send me text message for urgent issues. 
1793,MovedOut,Thank you for contacting ProActive Business Solutions. The email you attempted to contact is no longer valid. Please reach out to Ops@proactiveok.com Ops@proactiveok.com for assistance. 
2150,OutOfOffice,I am currently out of the office traveling on business returning 10-21.  If your message is urgent please call me
789,ConnectLater,Thanks . I will read with interest. 
322,AgreedToMeet, How about a call later this week
3132,Retired,Thank you for your message.  I have officially retired from my role at LRWGroup.  Please  reach out to legal@LRWGroup.com.
2541,OutOfOffice,"I am OOO. I will respond upon my return on 30 Nov. 
Pls reach me on mobile for urgent matter. 
"
223,AgreedToMeet,Yes pl setup for today or coming Tuesday 5pm India time. 
3499,SeekingMoreInfo,Does this toolkit work with Azure as well as AWS
2154,OutOfOffice,I'm on a business trip in California. I will be checking emails periodically. 
2950,ReferredSomeone,Unfortunately I have finished up with Greythorn so please reach out to Ruth McRory ruth. mcrory@greythorn.com. au for anything you may need
4089,Unsubscribed,Adam this is not of interest for me so please stop sending me emails. 
1559,Deactivated,Thanks for reaching out. Were not interested at the moment
2334,OutOfOffice,I am out of office enjoying time with my family. Please reach out to the following team members who are allowing me to enjoy my PTO. 
1079,ConnectLater,Thanks a lot Drew out my scope at Aptiv. Let me check internally. Florian
297,AgreedToMeet, I am not currently recruiting. I am always happy to speak to anyone so Id be happy to have an introductory call with Irfan. 
3151,Retired,I have retired If you need to contact ATCs current information services manager email my successor Kayla Carter at   kcarter@appalachiantrail.org. Happy trailsLaurie Potteiger
1561,Deactivated,Our teams are already in touch and working together. Did you want to bring my attention to anything specific 
3709,SeekingMoreInfo,Mary Ann  We use TEKLA modeling because we have Robotic Welders that are programmed to the TEKLA format. But interested in your Esti-Modeling. Can you send me a sample of what you would be submitting to us after you Esti-Model the job
919,ConnectLater,Right now we are not looking for any kind of help nor are we looking forany outsourcing partner for our hiring needs. We will certainly get back toyou with any of such requirements arising in the future. 
4037,Unsubscribed,"We are not interested. Please unsubscribe siewfong@harryelias.com,siewfong@harryelias.com from your mailing list. "
3970,Unsubscribed,Please remove from your database
1336,Deactivated,Thanks for your contact but at the moment we are not interested. 
2185,OutOfOffice,Am in the US and on the East Coast. Hence please allow for any delay in responses. If urgent please reach out to bhavana. iyengar@egonzehnder.com
2605,OutOfOffice,Thank you for your message. I will be out of the office until and including 18. 11. 2019 and will respond to your message on my return. Please note that your email will not be forwarded. 
537,ConnectLater,Thanks we are good for nowPlease email aithr@aitglobalinc.com for any HR concern  questions
2939,ReferredSomeone,Thanks I have copied your emails to Cathy Clifford who is head if HR at Montagu. Im sure she will be in touch in due course. 
541,ConnectLater,Sorry not at this time. Maybe in the future. 
846,ConnectLater,Sure will I have an idea concretely to take talent corner  hr  servicefranchise. Strict curfew ad lockdown s going on know. . . so delayes happening. Will revertsoon
3886,Unsubscribed,please take me off your list. 
706,ConnectLater,Thank you  buft I am currently on a lot better money than the offer. 
3369,SeekingMoreInfo,My name is Ravi Moodley. I am an experienced eci engineer. My colleague said you have a vacancy for an engineer. Can you send me the details 
2665,OutOfOffice,"
I'm off without mail access for Easter Public holidays. Will reply upon my return on Tuesday April 14th. 
"
3659,SeekingMoreInfo,Thank you for taking the time to speak with me. Please see attached my most recent CV 
693,ConnectLater, I have shared your email with my counterpart who manages such resources. He will connect with you in case if we have any requirement. 
2702,OutOfOffice,I am on holiday from today and returning on Monday 23rd November. For any business that can't wait my return contact Peter Brady on 0141 885 3436. 
4003,Unsubscribed,"Not interested at this time. Please remove all of our company contacts fromyour distribution list for phone calls and emails. Email:  ,Danielh@awssteel.com Danielh@awssteel.com"
1532,Deactivated,Thank you for your emails. Engagement with external law firms within the Bank is governed by detailed panel arrangements which are negotiated at the Group level and I therefore dont think there would be much benefit in our setting up a call to discuss this further. 
3142,Retired,I am retired and not sure you really want to speak to me
3121,Retired,I have retired as of January 1 2021 and left Mission Critical Partners. If you have any urgent matters please contact Mark Moloney at markmoloney@mcp911.com or at 321-848-2273
2442,OutOfOffice,Thank you for your mail. I will be on vacation until 12th October and will not have access to my emails. I shall respond to your mail once I resume.in my absence you may reach out to Archana Shashi on archanas@versa-networks.com
2947,ReferredSomeone,"Thank you for your email. My profile has been taken over by Mr. Chirag Punjabi. For any assistance please contact him on chirag. gcint@gmail.com  , chirag. gcint@gmail.com"
1689,MovedOut,"I am no longer working at Alfred Health. For assistance please contact HR Reception on H. Reception@alfred.org. au,H. Reception@alfred.org. au  enquiry will be escalated and you will receive a response asap"
1858,MovedOut, Thank you for your email. Jim is no longer with Gambone Steel Company Inc. as of Friday September 10 2021. All emails will be reviewed and forwarded as needed. Should you need immediate attention please forward your email to shop@gambonesteelcompany.com
1050,ConnectLater,We are currently not looking to partner with any more consultants than wealready have. Lets connect sometime in the future. 
3439,SeekingMoreInfo,Please share the detail 
952,ConnectLater,Thank you for your email. We have contracted with another lead generator at this time. I will save your information to share with corporate in case we decide to make a change in the future
1417,Deactivated,Not in need of your services. 
1016,ConnectLater,SORRY AT THE MOMENT I DONT REQUIRE THESE SERVICES WILL CONTACT U IN FUTURE IF ANY REQUIREMENT ARISESTHANKING YOU  AWAITING YOUR VALUED REPLYORMROYAL PALMS OFF AAREY MILK COLONY RDMUMBAI 400065INDIAwww. weightronixcontrols.comwww. solar-systems.co.in
1267,Deactivated,I wouldnt be interested in a perm role. 
2307,OutOfOffice,Please expect a delay in response as i am on PTO with No access to email.  Will respond to you once I am back on 11th OctPlease reach out to Vaishnavi Srinivasan Pradeepthi Kilani for any emergency
2941,ReferredSomeone,"Thanks for your mail. following up on your email below Rachna has advised me to connect you with Siva Emani. You may reach out to him at siva. emani@se.com , siva. emani@se.comThanks"
2531,OutOfOffice,I am out of office and please expect a delay in my response to your mail. 
2886,OutOfOffice,"Thank you for your email. Im currently out of order until further notice. Just kidding. I am travelling back to home. Finally. :)
And will be quarantined for the next 14 days. "
3508,SeekingMoreInfo,How much you charge
826,ConnectLater, Please proceed with the quotation for Promaster Integrated. 
3043,ReferredSomeone,Thank you for your email. Please note my new email address for future communications robert. haines@tiaa.org
1141,Deactivated,Not for us. 
3242,SeekingMoreInfo,I didnt get any mail from you. What is it about 
2240,OutOfOffice,"I am out of the office and will be back at the desk on Mon Jan 4. 
I'll get back to you as soon as possible latest upon my return. 
Thanks a lot and "
1108,Deactivated,I am not interested 
515,ConnectLater,Thanks for updating me. I will contact you soon for further details. With 
523,ConnectLater,Thank you for being in touch. It sounds like a great opportunity and therole is certainly one I think I could add value to. However I would liketo remain in situ where I am currently. Happy to remain in touch with you thoughthanksPriya
2774,OutOfOffice,"I will be out of office and will return on 15 September 2021. For urgent matters kindly contact me on my mobile or my team; Jeffrey / Thana. 
"
885,ConnectLater,Je suis actuellement absent. Ce message et toutes les pieces jointes ci-apres le messagesont confidentiels et susceptibles de contenir des informationscouvertes par le secret professionnel. Ce message est etablia lintention exclusive de ses destinataires. Toute utilisationou diffusion non autorisee interdite. Tout message electronique est susceptible dalteration. La SOCIETE GENERALEet ses filiales declinent toute responsabilite au titre de ce messagesil a ete altere deforme falsifie. This message and any attachments the message are 
1737,MovedOut,Thank you for your mail. I am no longer with Oaknet Healthcare and unfortunately I can no longer answer your email. Please direct all future inquiries to Mr. Sumit at sumit. palyekar@oaknethealthcare.com or 9108073040. He will be happy to assist you. 
279,AgreedToMeet,Thursday second half. Send meeting invitee. Saral Bhatnagar
1406,Deactivated,HI Thanks for writing. However we cannot go ahead with this now. Thanks  
1120,Deactivated,Not currently. 
3657,SeekingMoreInfo,I have been receiving your emails since quite some time now. To take this discussion ahead may I request you to send me at least one profile each for the following skills and who are immediately available:  1.  Tech Lead for Frontend technologies like ReactJs and Reactnative  2.  Backend engineerswith exposure in springboot microservices and AWS  3.  DevOps Engineers  4.  Automation Test Engineers with experience in Performance and Security testing
591,ConnectLater,thanks for reaching out. Ill be in touch if we are in need of any help recruiting
3538,SeekingMoreInfo,Looking for applicants for the position ofPre Sales Executive Business Development ExecutiveExperience - 3 years in IT industry products and services only. NO OTHERINDUSTRY PLEASEQualification and other details can be adjusted. Let me know if you have such candidates 
3583,SeekingMoreInfo,Kindly share some more details
2120,OutOfOffice,Thanks for your email I am out of the office this afternoon. 
98,AgreedToMeet,Sure lets chat. 
2747,OutOfOffice," I will be out of the office on vacation from September 30th through October 5th. I will respond to your email as soon as possible on October 6th. If this is important please reach out to kiley@elitevirtualassist.com ,kiley@elitevirtualassist.com"
361,AgreedToMeet,Sorry for not responding earlier please accept my sincere apology.  Ill be attending tomorrows webinar to better understand your companys SOW and we can discuss afterwards and maybe schedule a meeting. 
739,ConnectLater,Thank you we are good
333,AgreedToMeet,I am in meetings from 10 - 2 today. If you ring the main office number on 01756 748387 one of the team will answer. I look forward to chatting soonRachel DeeksDirectorFortem People
439,AgreedToMeet,Thank u snehal
1707,MovedOut,Partner Thank you for reaching out I am no longer part of the Safety Engineering Team as I have decided to take on a new career challenge. Please reach out to Sofia Cohen sofia. cohen@walltopia.com if your query is marketing related and to Borislav Atanasov borislav@rollglider.com for everything else. Kind 
2550,OutOfOffice,TThanks for your mail. I am on annual leave until 14. October 2021If you need urgent assistance you are more than welcome to call Smith  Nephew office 45 45 80 61 00 or send me a text 45 28 43 43 87 and I will get back as soon as possible 
1300,Deactivated,I am an employee in New Zealand I work as data analyst not sure how wecan have business together
238,AgreedToMeet,Below are my coordinates. Do feel free to get connected anytime between 10am to 6 Pm tomorrow. We shall discuss. 
2675,OutOfOffice,"I am currently on short leave with limited access to my emails. 
P. S. Kindly ensure to copy me on all your mails in relation to the above. "
2853,OutOfOffice,I am on personal leave from 28th to 30th October 2021. I will have limited access to my emails and phone calls. Will resume work from 2nd November 2021. 
4154,Unsubscribed, I am from NASSCOM  and I coordinated the startup showcase event at NPC and  I am aware of your product.  Pls. remove me from your mailing  list. 
2758,OutOfOffice,I am on maternity leave and not available on mails and calls. Please get in touch with the following PoCs in my absence:For HR queries- Meera admin@elitser-me.comFor Elitser Recruitment Services - Smrithysnair@elitser-me.comFor Accounts queries- Vikasvikas@elitser-me.com
1610,Deactivated,Thanks Sneha. Presently not looking for the mentioned services by you. 
1082,ConnectLater,Thank you for your email. I am currently interning at a startup where my qualifications meet theirrequirements. Thank you for considering me
1956,MovedOut,Thank you for contacting Securra Inc. We regret to inform you that Sanjey V is no longer employed here. Please direct any future correspondence to Rahul Raman Nair at rahul. raman@securra.com. This is an automated reply. For your convenience this email has been automatically forwarded to Rahul Raman Nair. 
3056,ReferredSomeone, I dont deal with recruitment agencies so have passed your email on to our recruitment manager  Thrussell ccd here. 
371,AgreedToMeet,Ying we have a meeting today in almost 2 hours. So I thought of droppinga gentle reminder. :Here is the google meet link to join the e-meet :meet. google.compxu-owdd-boq
70,AgreedToMeet,Please share your contact number or you can call me on 91-9930880006. 
1767,MovedOut, This mail box is no longer monitored please contact Neil Johnson neil. johnson@mickgeorge. co. uk
2368,OutOfOffice,"Out of the office 8/31 thru 9/11 with limited email and phone access. 
"
1360,Deactivated,I have no interest thank you. 
2800,OutOfOffice,"Thanks for writing in. 
Have taken the day off. 
Will be back in office on Monday 14th December. "
1087,ConnectLater,As of now we dont need any new vendor  Will reach out to you in future. 
2677,OutOfOffice,PTO on 78 th Oct 21 will respond your email on 11th Oct In case of urgency please send an email to HR-Pune@emtecinc.com
2092,MovedOut,this mailbox is no longer active. Please contacthr@omaze.com hr@omaze.coma for further assistance
1809,MovedOut,Thank you for your message. I am no longer with Crownpeak Technology. Please send any inquiries to craig. solberg@crownpeak.com
3322,SeekingMoreInfo,Could you kindly share the agreement we would be signing before we proceed. After going through the documents i want to discuss with you head once. 
775,ConnectLater,Thanks so much for reaching out This response is just to let you know that weve received your email and are working on your request. Already a customer. We received your email and will get back to you as soon as possible. During the week thats usually within 1 business day. Evenings and weekends may take us a little bit longer and please note we are closed on Friday3
1891,MovedOut,Steve Walker is no longer employed at Goodwill of Central Iowa. Please call 515-265-5323 if you need assistance. 
3536,SeekingMoreInfo, Thanks for your email. A few questions from me:1 Which role are you suggesting I would be a good fit for I am a SeniorInvestment Associate but your email seems to suggest you want me to applyfor the Director role2 What other areas of renewables do they traditionally invest in3 Is carried interest the only performance compensation they provideKind 
1534,Deactivated,I was just letting you know about the error on your mail list. It doesnt create the best impression for your AI software  
2566,OutOfOffice,Merry Christmas and Happy New Year. I will return Janaury 4 2021 at 7:00AM
1961,MovedOut,Please note I am no longer at Crestwood Environmental. Please could you contact Stuart Thompson the following email address:s. thompson@creswoodenvironmental. co. ukBest 
1255,Deactivated,Thanks but no 
1953,MovedOut,Thank you for contacting PHTA. We regret to inform you that Robert Griego is no longer employed here. Please direct any future correspondence to Janay Rickwalder at jrickwalder@phta.org. This is an automated reply. For your convenience this email has been automatically forwarded to Janay Rickwalder. 
154,AgreedToMeet,SureMay be on Wednesday sometime during 2nd half IST time zone pleaseThanks  
2053,MovedOut,:This mailbox is no longer in use. Please direct all inquiries and correspondence to Kevin Schroer kschroer@blockinc.com. 
779,ConnectLater,thanks mail you later
2551,OutOfOffice,Thanks for your email. I'll be out of the office through Tuesday 6/16 and may be delayed in responding. 
1734,MovedOut,Email no longer in use. Please re-send your email to lisa. todd@tercelmedgroup. co. uk or info@tercelmedgroup. co. uk
1982,MovedOut,Messages to this email are no longer being checked. Please reach out to Eric Raz for further assistanceEraz@waukegansteel.comThanksWaukegan Steel
3821,Unsubscribed, I am not interestedAnd can you please remove my work email from your contacts
2885,OutOfOffice,I will be out of the office until July 6th with limited access to email. 
3115,ReferredSomeone,Appreciate your persistence and sorry for my late response. Im not the right person to talk about this matter with you. You probably can talk to someone in eHealth NSW. 
3940,Unsubscribed,Pleas donot send me more mails I am not company
3919,Unsubscribed,Why are you sending me these spam emails  I dont need any emails from you. I have requested two times to take me out from your list. 
262,AgreedToMeet,I tried calling you but your phone was switched off kindly call me back onmy mobile 91 77383 65032 for discussion please. 
3032,ReferredSomeone,Please contact Jennifer Rue Financial Center Chief Risk and Compliance Officer at jrue@fcfcu.com for assistance
723,ConnectLater,Thank you for this advice. But I am already doing an internship at Emersonand seeking a job after this internship. If you have anyfuture opportunities please let me know. With kind 
3418,SeekingMoreInfo, Request you to kindly help me generate my Login ID. 
1279,Deactivated,Thanks for reaching out. I am not interested. 
928,ConnectLater,I am not interested at this time. If we seek sales talent in the future I will reach out. 
2308,OutOfOffice,"I am on leave from 12th to 19th Feb 2021. 
During my absence kindly contact my colleagues Priyanka/Savitha for any support. "
761,ConnectLater,Im sorry for not getting back sooner. I was very caught up this weekend. Ill get back to you as soon as possible once I discuss it with the HRMdepartment. 
1384,Deactivated,Thanks Yes email Received however in my current role as Head of Construction I have several senior PMs and PMs working for me the role is probably too junior for me unless the salary is 90k
2143,OutOfOffice,I am currently out of the office with limited access to phone andinternet I will be back on Monday 10/18/21.  For anything that cantbe answered by one of the contacts below I will review and respondASAP. For anything auction related please reach out to Christa Jones. cmjones@aptosolutions.com If you need assistance with payments or account issues please reachout to Valerie Lands. vlands@aptosolutions.comIf you need help with anything related to shipping or pickups pleasereach out to the following contact per facility:Atlanta GA:   Greg Wolfe gwolfe@aptosolutions.comAustin TX:     Chris Herzog cherzog@aptosolutions.comSan Leandro CA:  Jason King  jking@aptosolutions.com
1719,MovedOut,Thank you for your email. Nico Brown is no longer part of Vail Health. For further assistance please contact Vail Health Administration at 970479-7272.
1611,Deactivated,Kindly note that we do not wish to renew our account.   
2767,OutOfOffice, I am out of the office on leave returning Monday 1018.  In my absence please direct questions as follows:Dockers.comShopify - Marzia Chaudhary mchaudhary1@levi.com
2237,OutOfOffice,I am out sick today and responses to emails may be delayed. 
999,ConnectLater,Pl go through the email which is self explanatory and decide on merit. Shahab: is the right person to take a call on this. He will revert you on this. 
353,AgreedToMeet,I am working only in RD environment functional safety  ISO26262. Willing to evaluate anyway but not now crunch due to 2 unexpected projects  lots of akquisitions. Maybe Q421. B. RehVon: Sarang sarang@robotsafetycenter. 7ts-e.comGesendet: Freitag 27. August 2021 16:32An: Reh Bernd Bernd. Reh@eberspaecher.comBetreff: Task-based safety risk assessment tool 6360381784991 BerndHope you are doing greatWe went through your profile. You might find our new task-based safety risk assessment tool useful given your considerable experience in industrial risk assessment. Were double-checking that weve followed the ANSIRIA guidelines. If this sounds like something youd be interested in Id be pleased to provide you additional information. Please reply to this email to set up a call to learn more. Looking forward
1553,Deactivated, Im sorry but we are not a tech-company we just work with recruitment and provide consultants within IT. We are not interested in your service
2468,OutOfOffice,I'm currently out of office returning Tuesday July 14th. I will have intermittent access to email while out but will respond at my earliest convenience. 
2393,OutOfOffice,I am out of the office on medical leave with no access to email during this time. For Sourcing queries please contact Torsten Wiegler or Tony OConnor. For SSE COO queries please contact Anne 
1967,MovedOut,Mandar has left Infra. Market. I request you to write a separate email to Bhavin. Jain@Infra. Market who ishandling the legal at infra. market as of now. You may mark me in cc. Thanks
